marka,model,year,price,currency,photo_link,ad_link
Audi,Q5,2021,69870,EUR,https://prod.pictures.autoscout24.net/listing-images/5446dd1f-c9b3-43a2-9aba-e1498b056f69_20935a7a-3c14-474c-80ad-4a8399183358.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-q5-sportback-advanced-50-tdi-qu-tipt-pano-20-diesel-black-5446dd1f-c9b3-43a2-9aba-e1498b056f69
Audi,A5,2017,38590,EUR,https://prod.pictures.autoscout24.net/listing-images/e55c9bc3-ef1d-42a2-92dd-c6dfbdd1172b_b8570c65-baf0-4862-9fa7-a94a239a9b60.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-a5-a5-cabrio-s-line-2-0-tfsi-qu-s-tronic-matrix-vi-gasoline-blue-e55c9bc3-ef1d-42a2-92dd-c6dfbdd1172b
Audi,R8,2019,118930,EUR,https://prod.pictures.autoscout24.net/listing-images/f7d17186-c328-444c-8b7f-58094facff4d_3abc21cd-e751-452a-b6a4-4e19bc189b03.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-r8-coupe-v10-rwd-upe161t-b-o-alcantara-navi-plus-gasoline-grey-f7d17186-c328-444c-8b7f-58094facff4d
Audi,e-tron, 2021,58075,EUR,https://prod.pictures.autoscout24.net/listing-images/db1ff665-137f-4bdb-b4b5-cd67a2619b91_0e1d8119-46ed-4dc6-8963-ee9bdc8a12ef.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-e-tron-q4-40-e-tron-electric-grey-db1ff665-137f-4bdb-b4b5-cd67a2619b91
Audi,e-tron, 2021,66385,EUR,https://prod.pictures.autoscout24.net/listing-images/c4f7f85f-ca70-4361-8175-2dee22ccef49_25b9098a-714e-4e50-82b6-b9bacb6ae6b4.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-e-tron-q4-40-e-tron-electric-grey-c4f7f85f-ca70-4361-8175-2dee22ccef49
Audi,A4,2012,16700,EUR,https://prod.pictures.autoscout24.net/listing-images/d461ba0d-9bda-4f4a-ad76-f4e938379f20_3623027f-8f23-499b-abeb-00fe93ca726d.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-a4-2-0-tdi-dpf-multitronic-s-line-sportpaket-diesel-black-d461ba0d-9bda-4f4a-ad76-f4e938379f20
Audi,Q5,2021,60135,EUR,https://prod.pictures.autoscout24.net/listing-images/5ac693d4-232a-4253-a6a6-fb3e603320af_d01a8694-97d0-4da7-85b2-684683601d6a.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-q5-sportback-advanced-40-tdi-quattro-150-204-kw-diesel-black-5ac693d4-232a-4253-a6a6-fb3e603320af
Audi,SQ5,2017,48890,EUR,https://prod.pictures.autoscout24.net/listing-images/9666e037-71e1-45d2-8660-768145e6ff7b_f1420425-e5fc-4f91-bd17-e9dc260221b0.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-sq5-3-0-tfsi-quattro-matrix-led-b-o-standheizung-gasoline-black-9666e037-71e1-45d2-8660-768145e6ff7b
Audi,A8,2020,78890,EUR,https://prod.pictures.autoscout24.net/listing-images/74c285a6-a1b3-4c11-85e5-ea44704b87c2_bd19d311-f15d-404b-91fc-2c50acb6c148.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-a8-lang-50-tdi-quattro-navi-matrix-b-o-hud-dvd-p-diesel-black-74c285a6-a1b3-4c11-85e5-ea44704b87c2
Audi,Q5,2018,44890,EUR,https://prod.pictures.autoscout24.net/listing-images/36fe80ab-79d7-41fa-9b16-357afb006754_c5f0ee8f-7278-49e6-ad60-a555f48f98a8.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-q5-sport-2-0-tfsi-quattro-s-line-navi-led-pdc-pa-gasoline-black-36fe80ab-79d7-41fa-9b16-357afb006754
Audi,A3,2017,18890,EUR,https://prod.pictures.autoscout24.net/listing-images/ccc338be-fb46-4969-bb71-d79c61bf7107_ff433f2c-4b5c-4fd8-8bfc-9f7a21c74fc5.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-a3-sport-2-0-tdi-s-line-navi-xenon-b-o-diesel-white-ccc338be-fb46-4969-bb71-d79c61bf7107
Audi,Q5,2018,40890,EUR,https://prod.pictures.autoscout24.net/listing-images/ade8eeae-7578-4a7a-9a42-87e9f121c91f_565dc9c7-d8b4-4b7d-9722-c944094b0c4d.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-q5-design-3-0-tdi-quattro-navi-led-einparkhilfe-diesel-black-ade8eeae-7578-4a7a-9a42-87e9f121c91f
Audi,A6,2020,49380,EUR,https://prod.pictures.autoscout24.net/listing-images/0a471ce1-7954-456d-b482-3ee135cc02db_a82e195f-0f85-4655-bedd-1a1b6f84335c.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-a6-avant-sport-45-tdi-quattro-navi-led-pdc-panor-diesel-black-0a471ce1-7954-456d-b482-3ee135cc02db
Audi,Q3,2020,41890,EUR,https://prod.pictures.autoscout24.net/listing-images/6e6243c8-14d5-4788-a3bc-2f9711075ee7_3e22fc85-bfef-4573-ac2c-4f745cc5426c.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-q3-40-tdi-quattro-navi-led-einparkhilf-diesel-grey-6e6243c8-14d5-4788-a3bc-2f9711075ee7
Audi,A4,2013,16490,EUR,https://prod.pictures.autoscout24.net/listing-images/c650ad13-9d6b-4aed-b2b8-91c0681127b4_0564cec9-069b-4a58-82bd-27a4143766c5.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-a4-avant-1-8tfsi-s-line-ahk-xenon-gasoline-black-c650ad13-9d6b-4aed-b2b8-91c0681127b4
Audi,A3,2019,24500,EUR,https://prod.pictures.autoscout24.net/listing-images/8cc45c2d-7174-4a35-92e4-81190776cc27_2519d569-19be-463b-a282-a91809d36998.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-a3-sportback-30-1-6-tdi-admired-116cv-diesel-black-8cc45c2d-7174-4a35-92e4-81190776cc27
Audi,S6,2017,49890,EUR,https://prod.pictures.autoscout24.net/listing-images/f7682958-3d76-4866-bdbc-6bab5cc30387_3608bedd-70aa-465a-83a9-54cd78855cf3.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-s6-avant-4-0-tfsi-quattro-navi-matrix-pdc-bose-r-gasoline-green-f7682958-3d76-4866-bdbc-6bab5cc30387
Audi,A8,2018,59890,EUR,https://prod.pictures.autoscout24.net/listing-images/e5204608-4377-4cd5-b616-4f4fcdb381f1_62b4f32e-4a5f-497c-9501-26a1f20fb6fa.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-a8-50-tdi-quattro-navi-matrix-hud-dvd-panorama-u-diesel-black-e5204608-4377-4cd5-b616-4f4fcdb381f1
Audi,Q3,2019,46280,EUR,https://prod.pictures.autoscout24.net/listing-images/5e4abad5-e788-4d69-8b78-bcdfbc60800a_52152778-1596-413a-954f-e9f50ff01fe7.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-q3-s-line-45-tfsi-quattro-navi-matrix-einparkhil-gasoline-white-5e4abad5-e788-4d69-8b78-bcdfbc60800a
Audi,A3,2018,28890,EUR,https://prod.pictures.autoscout24.net/listing-images/8fb34b34-f8c4-4905-b859-1a68abbfea14_c1652202-913c-4be3-b6a8-8d3bf097f2c0.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-a3-cabriolet-sport-1-5-tfsi-s-line-navi-led-einp-gasoline-grey-8fb34b34-f8c4-4905-b859-1a68abbfea14
Audi,A4,2018,19480,EUR,https://prod.pictures.autoscout24.net/listing-images/272dba32-fd37-41ec-845a-580d068990eb_d50dc7cf-4033-49ef-8fa6-c4696387cbc6.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-a4-avant-sport-2-0-tdi-navi-xenon-einparkhilfe-r-diesel-brown-272dba32-fd37-41ec-845a-580d068990eb
Audi,A5,2012,15750,EUR,https://prod.pictures.autoscout24.net/listing-images/a15a59c4-707c-c725-e053-0100007f6b65_473805bd-8ab6-4b0b-8f2e-d7873232bf4e.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-a5-1-8-tfsi-gasoline-grey-a15a59c4-707c-c725-e053-0100007f6b65
Audi,A4,2014,16200,EUR,https://prod.pictures.autoscout24.net/listing-images/92e40080-6e7e-45f0-b6e8-54f93768ae52_12a0fb06-45b1-4ac8-84e8-e56145345c20.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-a4-avant-3-0-tdi-dpf-clean-diesel-quattro-s-tronic-am-diesel-white-92e40080-6e7e-45f0-b6e8-54f93768ae52
Audi,A5,2018,39980,EUR,https://prod.pictures.autoscout24.net/listing-images/e2da0532-09fb-4b1e-88a9-87d620677fbc_f96085b6-ddc3-4360-b96d-a2d7aab316d7.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-a5-2-0-tfsi-s-line-s-tro-led-navi-tou-gasoline-blue-e2da0532-09fb-4b1e-88a9-87d620677fbc
Audi,A1,2018,18480,EUR,https://prod.pictures.autoscout24.net/listing-images/33306e52-26ae-4937-ba87-70cee91ca116_b7205f21-54c8-45e7-b74f-5b3a24c1ac65.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-a1-1-4-tfsi-s-line-xenon-navi-18-alu-gasoline-grey-33306e52-26ae-4937-ba87-70cee91ca116
Audi,A4,2017,21000,EUR,https://prod.pictures.autoscout24.net/listing-images/7c0591e2-04ba-484e-90f7-0532eb49eb4a_df88afd9-b441-4287-9abb-22bc0e040a6f.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-a4-avant-2-0-tdi-diesel-blue-7c0591e2-04ba-484e-90f7-0532eb49eb4a
Audi,A5,2016,21990,EUR,https://prod.pictures.autoscout24.net/listing-images/cb8d808a-b276-4abc-9803-a9c8e942c916_1e798fab-0e5b-4e21-afda-f1a37d73e640.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-a5-sportback-1-8-tfsi-144pk-automaat-xenon-leder-19-gasoline-cb8d808a-b276-4abc-9803-a9c8e942c916
Audi,S3,2018,34500,EUR,https://prod.pictures.autoscout24.net/listing-images/ac7318bc-4e2a-4337-a694-66d5665ef929_07a4c12f-81bb-42be-b889-3c7e3cd42189.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-s3-sportback-2-0-tfsi-quattro-310cv-gasoline-silver-ac7318bc-4e2a-4337-a694-66d5665ef929
Audi,A4,2015,14290,EUR,https://prod.pictures.autoscout24.net/listing-images/839429b3-d003-4cd1-a5c0-07d29063c709_2d82a9f3-b91e-4670-b0f7-eeee1b33bc84.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-a4-2-0-tdi-150cv-diesel-violet-839429b3-d003-4cd1-a5c0-07d29063c709
Audi,SQ7,2020,94990,EUR,https://prod.pictures.autoscout24.net/listing-images/77b79349-cbe2-49a0-b4da-97cb26fc9983_e2fa2c24-2592-4da7-b5bd-f9ae42fd1a62.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-sq7-4-0-tdi-quattro-automatik-matrix-pano-ahk-diesel-black-77b79349-cbe2-49a0-b4da-97cb26fc9983
Audi,A4,2017,18490,EUR,https://prod.pictures.autoscout24.net/listing-images/5c9cacff-eeaf-45b4-9bd2-adb607d55510_d96ac09c-3d8d-4e55-892a-ab59a7b2f148.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-a4-avant-2-0-tdi-quattro-s-tronic-sport-ed-diesel-grey-5c9cacff-eeaf-45b4-9bd2-adb607d55510
Audi,e-tron,2017,26800,EUR,https://prod.pictures.autoscout24.net/listing-images/2773310d-484f-4a09-9352-74951ea02107_3e81696e-4fdc-4e2d-8d33-09796e3071fa.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-e-tron-allroad-2-0-tdi-business-evolution-190cv-diesel-silver-2773310d-484f-4a09-9352-74951ea02107
Audi,A3,2019,20690,EUR,https://prod.pictures.autoscout24.net/listing-images/944735a3-29a7-4b07-967a-2c19b9d1a503_8162695a-a81f-48ab-b844-13405cb676af.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-a3-sportback-design-35-tdi-110kw-150cv-diesel-grey-944735a3-29a7-4b07-967a-2c19b9d1a503
Audi,e-tron,2021,123900,EUR,https://prod.pictures.autoscout24.net/listing-images/32cb3cdc-b31c-4ff0-8bf5-e756c262f5ed_581e2e04-6fd2-4297-85d4-6519abcc2d04.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-e-tron-gt-93-4-kwh-60-quattro-e-tron-electric-32cb3cdc-b31c-4ff0-8bf5-e756c262f5ed
Audi,S3,2016,39950,EUR,https://prod.pictures.autoscout24.net/listing-images/3803e598-7fd6-4349-9d23-fa3a88bd600e_11f01f84-3303-4c2f-b2ec-39cc5bd6ac7c.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-s3-limousine-2-0-tfsi-quattro-pano-b-o-parkassist-gasoline-blue-3803e598-7fd6-4349-9d23-fa3a88bd600e
Audi,Q2,2017,24499,EUR,https://prod.pictures.autoscout24.net/listing-images/9b0ef971-e185-4f9b-8790-c14c09db393b_bb257be7-ce04-4673-a059-f767a694da7c.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-q2-diesel-silver-f472c782-89bb-4cbe-ace2-753f1305676e
Audi,Q5,2021,72961,EUR,https://prod.pictures.autoscout24.net/listing-images/cc062a57-09e7-4cfa-8ff2-13248c08f3bb_4ab7ebde-699c-4dc3-b190-b1387295083f.jpg/420x315.jpg,https://www.autoscout24.com/offers/audi-q5-sportback-40-tdi-q-business-edition-s-line-s-tr-diesel-9b0ef971-e185-4f9b-8790-c14c09db393b
BMW,116,2014,9990,EUR,https://prod.pictures.autoscout24.net/listing-images/cc7c9a41-3be1-430f-bbbc-c11342380ad8_560be186-598a-4e71-901a-6e04e2bf2b0d.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-116-i-1-hand-klima-sitzheizung-pdc-5-trg-gasoline-black-cc7c9a41-3be1-430f-bbbc-c11342380ad8
BMW,318,2018,19500,EUR,https://prod.pictures.autoscout24.net/listing-images/310a889b-7fab-4276-9f84-c870a0cb00ba_83cceac0-b0ee-4ca9-a052-7ea2d1c12a30.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-318-d-touring-xdrive-business-advantage-diesel-blue-310a889b-7fab-4276-9f84-c870a0cb00ba
BMW,525,2005,2790,EUR,https://prod.pictures.autoscout24.net/listing-images/1a325ee7-4ee2-41ce-a8a4-39434b48163f_41a69851-0248-44ac-aaf5-a4eb4fa15ca0.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-525-i-touring-navi-prof-head-up-standheizung-shz-gasoline-grey-1a325ee7-4ee2-41ce-a8a4-39434b48163f
BMW,435,2016,28980,EUR,https://prod.pictures.autoscout24.net/listing-images/10a5e5f5-1716-4170-a1d8-5d56808b4e1a_243085e9-ec0d-4cb7-9515-6879c841cd03.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-435-435d-gran-coupe-xdrive-msport-leder-navi-hud-led-diesel-black-10a5e5f5-1716-4170-a1d8-5d56808b4e1a
BMW,435,2016,28980,EUR,https://prod.pictures.autoscout24.net/listing-images/51c8b713-d7eb-4ada-b969-ac85812f6eb2_e3beaadf-33e9-46fc-a51e-f84414d545c0.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-435-gran-coupe-xdrive-m-sport-leder-navi-hud-led-diesel-black-51c8b713-d7eb-4ada-b969-ac85812f6eb2
BMW,528,1998,1590,EUR,https://prod.pictures.autoscout24.net/listing-images/077aba39-82be-404e-8c04-2eca46d5f2e2_518d4572-f462-4169-8d22-11becd264bb8.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-528-ahk-leder-klima-gasoline-grey-077aba39-82be-404e-8c04-2eca46d5f2e2
BMW,316,2002,2600,EUR,https://prod.pictures.autoscout24.net/listing-images/c67062bd-f74d-4b77-825b-705dfd193b93_5fd8dd30-247d-48be-a16c-6398c15dcacd.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-316-3er-gasoline-black-c67062bd-f74d-4b77-825b-705dfd193b93
BMW,116,2007,3000,EUR,https://prod.pictures.autoscout24.net/listing-images/ec265bc4-4622-c04b-e053-0100007f1e2d_6b515609-0294-4732-83f5-758d5fa5b4df.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-116-1-gasoline-white-ec265bc4-4622-c04b-e053-0100007f1e2d
BMW,316,2015,19883,EUR,https://prod.pictures.autoscout24.net/listing-images/1c892e18-2d29-44ff-b5ca-2cdaad378727_c9d3fef0-984a-4b39-9d40-3774619a2b86.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-316-i-comf-pkt-pdc-hi-vo-sitzhzg-bluetooth-tempomat-gasoline-silver-1c892e18-2d29-44ff-b5ca-2cdaad378727
BMW,X6,2018,40990,EUR,https://prod.pictures.autoscout24.net/listing-images/aaff6779-4847-48af-9de9-85efd2207b5a_4d37b66e-76f8-406a-8103-8d73db5a3c85.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-x6-xdrive-30-d-m-paket-head-up-360kam-led-21-ms-diesel-black-aaff6779-4847-48af-9de9-85efd2207b5a
BMW,318,2009,8000,EUR,https://prod.pictures.autoscout24.net/listing-images/d10d5bc4-e744-c144-e053-0100007f01a4_0a0de8bd-fec5-42ab-be94-917956a01504.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-318-3-diesel-2008-diesel-grey-3b934e3b-58fe-4426-b5f7-2397475f9f4e
BMW,318,2014,12000,EUR,https://prod.pictures.autoscout24.net/listing-images/b7b9091a-12b8-483c-83e4-0a819c57ed80_ba63a033-c407-46d5-9459-6e11a1822e75.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-318-3er-reihe-gran-turismo-diesel-f34-gran-turismo-diesel-white-d10d5bc4-e744-c144-e053-0100007f01a4
BMW,535,2016,36950,EUR,https://prod.pictures.autoscout24.net/listing-images/cd26a53d-8a18-41ad-bc68-ec37559dd770_8d7e7548-cc98-430f-a1ff-ba7e387e7f5f.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-535-touring-535i-xdrive-270-camera-memory-seats-gasoline-black-b7b9091a-12b8-483c-83e4-0a819c57ed80
BMW,X5,2017,39950,EUR,https://prod.pictures.autoscout24.net/listing-images/b3cee990-9d4f-4a93-98a5-fb1f4b2dfad1_b5d85cad-8eae-4bfb-a562-73c223b5dea2.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-x5-xdrive40e-i-perormance-m-pak-2017-full-option-electric-gasoline-silver-cd26a53d-8a18-41ad-bc68-ec37559dd770
BMW,318,2010,9650,EUR,https://prod.pictures.autoscout24.net/listing-images/ac38c18f-d2d6-46ae-b713-269ca5d98481_db1a36b0-c9c2-4377-9912-42a0d3969bc2.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-318-i-prete-a-immatriculer-garantie-gasoline-grey-b3cee990-9d4f-4a93-98a5-fb1f4b2dfad1
BMW,318,2009,10500,EUR,https://prod.pictures.autoscout24.net/listing-images/28679d86-cae3-4a70-be6b-7a77599b24ce_43bad033-5a9c-41ad-84e8-fe84b924cea5.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-318-3er-gasoline-bronze-ac38c18f-d2d6-46ae-b713-269ca5d98481
BMW,318,2010,8900,EUR,https://prod.pictures.autoscout24.net/listing-images/c4084728-e59f-4c33-9d9b-564874d72404_bae3c7c3-3212-4d2c-8afd-ab52978ef351.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-318-3er-gasoline-white-28679d86-cae3-4a70-be6b-7a77599b24ce
BMW,iX3, 2021,74790,EUR,https://prod.pictures.autoscout24.net/listing-images/b98857b5-b25f-4122-b62e-c454d4ec7b86_63ee1320-bde6-49a3-8c9c-edc567a262d5.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-ix3-shz-leder-kamera-h-k-hud-led-w-lan-acc-electric-white-c4084728-e59f-4c33-9d9b-564874d72404
BMW,320,2005,2699,EUR,https://prod.pictures.autoscout24.net/listing-images/c71f8dc8-4727-4634-93ab-db89c83b646c_356dc96e-e5b5-4572-b97f-675bc4bbd5e5.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-320-3er-reihe-e90-gasoline-black-b98857b5-b25f-4122-b62e-c454d4ec7b86
BMW,220,2015,22990,EUR,https://prod.pictures.autoscout24.net/listing-images/74362b31-13be-43ba-ad40-f11eb317c282_b64822ad-08db-4d4b-8621-a1b6d2185b3f.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-220-2er-cabrio-sport-aut-m-sport-diesel-blue-74362b31-13be-43ba-ad40-f11eb317c282
BMW,520,2001,1300,EUR,https://prod.pictures.autoscout24.net/listing-images/299ffff3-2f86-4d4b-8a30-6846cbe0fbe8_4ef2f2b2-8fd0-4558-80e2-f7de2ae70081.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-520-5er-gasoline-blue-299ffff3-2f86-4d4b-8a30-6846cbe0fbe8
BMW,X5,2007,12500,EUR,https://prod.pictures.autoscout24.net/listing-images/f2714666-e712-4465-83b8-877a940ad334_4be93e2f-25da-460a-912e-db507ed737bf.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-x5-4-8i-gasoline-grey-f2714666-e712-4465-83b8-877a940ad334
BMW,418,2016,21495,EUR,https://prod.pictures.autoscout24.net/listing-images/429235c4-6968-4c39-af28-acfff41c8e24_1e10e5d7-f49a-4fb8-ae9b-8d19a5a14d6a.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-418-gran-coupe-da-gps-leder-camera-pdc-cruis-diesel-blue-429235c4-6968-4c39-af28-acfff41c8e24
BMW,116,2009,4700,EUR,https://prod.pictures.autoscout24.net/listing-images/10ee5c6f-324b-4039-8912-4bfd30e737fc_1f4f028d-ba91-47d9-9a5b-c13a4e7960d1.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-116-1-hatch-diesel-diesel-white-10ee5c6f-324b-4039-8912-4bfd30e737fc
BMW,420,2016,24990,EUR,https://prod.pictures.autoscout24.net/listing-images/9439e9a6-e7e3-4db9-ba80-27fc8589e684_57fd70fa-8499-4705-8bee-ea832f694978.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-420-m-pack-fulld-black-navi-pro-bi-xenon-harman-kardon-diesel-black-9439e9a6-e7e3-4db9-ba80-27fc8589e684
BMW,520,2009,3500,EUR,https://prod.pictures.autoscout24.net/listing-images/c4d35ac4-d5e8-062e-e053-0100007fab73_b95cdfab-b6e8-4911-9be4-d8faa757bdc9.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-520-5-diesel-2007-diesel-black-c4d35ac4-d5e8-062e-e053-0100007fab73
BMW,118,2016,13500,EUR,https://prod.pictures.autoscout24.net/listing-images/eb9d1212-76f3-4263-b17b-282f47505f9f_cc558317-f51c-43dd-a791-6d54b2563954.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-118-1er-advantage-gasoline-silver-eb9d1212-76f3-4263-b17b-282f47505f9f
BMW,118,2020,30795,EUR,https://prod.pictures.autoscout24.net/listing-images/2d8e27d7-6375-47fb-82dc-ad13f99b7897_dae10fbd-0135-4c4b-bfd0-c93a55fefe03.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-118-5-deurs-118i-executive-luxury-line-aut-gasoline-grey-2d8e27d7-6375-47fb-82dc-ad13f99b7897
BMW,750,2015,33990,EUR,https://prod.pictures.autoscout24.net/listing-images/02516972-33af-417f-8cd6-605ed9e4f179_a9b635bc-917f-4e77-bac0-0cecce304115.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-750-d-xdrive-diesel-white-02516972-33af-417f-8cd6-605ed9e4f179
BMW,420,2018,28707,EUR,https://prod.pictures.autoscout24.net/listing-images/5158c29f-dc9b-4488-9046-a7080a41c9de_022760fc-3264-4d83-817e-863837c95173.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-420-coupe-420i-line-m-performance-kit-carbon-gasoline-blue-5158c29f-dc9b-4488-9046-a7080a41c9de
BMW,330,2020,44890,EUR,https://prod.pictures.autoscout24.net/listing-images/9c9bcf76-e6c2-4c9a-892b-29dbb9dce108_f8ccf80a-b158-425e-a07d-c7e843768034.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-330-d-touring-m-sport-diesel-blue-9c9bcf76-e6c2-4c9a-892b-29dbb9dce108
BMW,430,2018,39990,EUR,https://prod.pictures.autoscout24.net/listing-images/2c278217-2851-481d-83ae-e3252e94bb97_8cb0ac8c-4571-443b-9d28-1aa8ba1d60ff.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-430-d-grancoupe-xdrive-m-sport-diesel-black-2c278217-2851-481d-83ae-e3252e94bb97
BMW,320,2017,22390,EUR,https://prod.pictures.autoscout24.net/listing-images/83eeac6f-7403-497f-bdad-58e960e60d6b_49a443a5-0179-403e-8d11-4f4681fab69c.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-320-320d-xdrive-m-paket-diesel-black-83eeac6f-7403-497f-bdad-58e960e60d6b
BMW,X2,2018,37950,EUR,https://prod.pictures.autoscout24.net/listing-images/814bb606-8cd6-4d13-a8fa-1518dfbe7dea_69d7f242-1221-4687-acfe-3ea7f6a762bd.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-x2-sdrive20i-high-executive-edition-m-sport-panorama-gasoline-white-814bb606-8cd6-4d13-a8fa-1518dfbe7dea
BMW,118,2016,14348,EUR,https://prod.pictures.autoscout24.net/listing-images/eafe8b43-1cd6-4142-93aa-4987a3db319b_313da8eb-f095-4278-b8db-6262344f739d.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-118-d-150-diesel-black-eafe8b43-1cd6-4142-93aa-4987a3db319b
BMW,M3,2007,35900,EUR,https://prod.pictures.autoscout24.net/listing-images/c14fe245-1c71-4d9d-bf6b-4e66315a3428_c186319a-2855-4331-89fc-483a610c871d.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-m3-v8-carbon-sport-paket-cuir-bi-xenon-navi-pro-gasoline-black-c14fe245-1c71-4d9d-bf6b-4e66315a3428
BMW,520,2011,14800,EUR,https://prod.pictures.autoscout24.net/listing-images/9a10954a-018e-494e-9d7d-8f2623cdff4a_3dc120a0-ec96-43c7-9e76-77a89a918a6e.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-520-5er-sport-aut-diesel-black-9a10954a-018e-494e-9d7d-8f2623cdff4a
BMW,523,1999,1200,EUR,https://prod.pictures.autoscout24.net/listing-images/8362ef8d-5043-4862-86ce-eb8339ffec2b_f2206f82-5b4c-4ac1-8ea3-5132af66d4d9.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-523-5er-gasoline-grey-8362ef8d-5043-4862-86ce-eb8339ffec2b
BMW,530,2018,42900,EUR,https://prod.pictures.autoscout24.net/listing-images/ab83f660-8533-4aea-9c12-210f551fb48d_d5b670a4-8594-4633-9ec1-ea8f16363c44.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-530-5er-aut-gasoline-black-ab83f660-8533-4aea-9c12-210f551fb48d
BMW,520,2011,9900,EUR,https://prod.pictures.autoscout24.net/listing-images/85cdc848-89e7-4675-afd6-23b47f5698f4_fde5f43f-d62f-4cd5-b754-e75b5fbf81b0.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-520-efficientdynamics-tv-head-up-display-diesel-brown-85cdc848-89e7-4675-afd6-23b47f5698f4
BMW,745,2003,4900,EUR,https://prod.pictures.autoscout24.net/listing-images/a4c88075-6a32-4050-af46-43d50eace026_9763d43b-91d2-4105-969d-d4913caaf61f.jpg/420x315.jpg,https://www.autoscout24.com/offers/bmw-745-7er-gasoline-black-a4c88075-6a32-4050-af46-43d50eace026
