marka,model,year,fuel,price,currency,ad_link
Dacia,Sandero,2009 ,Gasoline,9500,PLN,https://www.otomoto.pl/oferta/dacia-sandero-sprowadzona-oplacona-1-2-i-stan-bdb-ID6DV2Rp.html#e8f5480481
Dodge,Challenger,2013 ,Gasoline,33800,PLN,https://www.otomoto.pl/oferta/dodge-challenger-3-6-v6-sxt-ID6DV2Ro.html#e8f5480481
Volkswagen,Sharan,2007 ,Diesel,14900,PLN,https://www.otomoto.pl/oferta/volkswagen-sharan-2-0tdi-140km-freestyle-7foteli-klimatronik-3strefy-grzanaszyba-ID6DV2Ri.html#b6da004052
Mazda,6,2006 ,Gasoline,11999,PLN,https://www.otomoto.pl/oferta/mazda-6-1-8-16v-klimatronic-bez-korozji-ID6DV2Rh.html#b6da004052
Lexus,NX,2015 ,Gasoline,99000,PLN,https://www.otomoto.pl/oferta/lexus-nx-lexus-nx-200t-98-500km-salon-polska-faktura-vat-23-ID6DV2Re.html#b6da004052
Ford,Focus,2005 ,Gasoline,10900,PLN,https://www.otomoto.pl/oferta/ford-focus-1-6-benz-skora-sony-5-drzwi-ID6DV2Rd.html#b6da004052
Mitsubishi,ASX,2010 ,Gasoline,34000,PLN,https://www.otomoto.pl/oferta/mitsubishi-asx-mitsubishi-asx-lublin-niski-przebieg-ID6DV2Ra.html#b6da004052
Skoda,Fabia,2013 ,Diesel,9500,PLN,https://www.otomoto.pl/oferta/skoda-fabia-skoda-fabia-ii-1-6-tdi-cr-mr11-ID6DV2Rn.html#e8f5480481
Peugeot,5008,2012 ,Diesel,29900,PLN,https://www.otomoto.pl/oferta/peugeot-5008-gwarancja-i-oplaty-w-cenie-navi-business-line-ID6DV2Rm.html#e8f5480481
Ford,Focus,2006 ,Gasoline,10800,PLN,https://www.otomoto.pl/oferta/ford-focus-1-6-16v-100km-klima-z-niemiec-oplaty-ID6DV2Rl.html#e8f5480481
Opel,Mokka,2014 ,Gasoline,44800,PLN,https://www.otomoto.pl/oferta/opel-mokka-1-4-benz-lpg-140km-bezwypadkowa-serwis-aso-ID6DV2R9.html#b6da004052
Dodge,Challenger,2018 ,Gasoline,68800,PLN,https://www.otomoto.pl/oferta/dodge-challenger-5-7-v8-ID6DV2R8.html#b6da004052
Hyundai,I30,2012 ,Gasoline,21900,PLN,https://www.otomoto.pl/oferta/hyundai-i30-przebieg-74tys-klima-grzane-fotele-ID6DV2R7.html#b6da004052
Skoda,Octavia,2013 ,Diesel,31900,PLN,https://www.otomoto.pl/oferta/skoda-octavia-sprzedam-ID6DV2R6.html#b6da004052
Volkswagen,Polo,2007 ,Gasoline,15900,PLN,https://www.otomoto.pl/oferta/volkswagen-polo-1-6-105km-klimatronic-welur-serwis-oplacony-dwa-komplety-kol-zima-lato-ID6DV2R5.html#b6da004052
Opel,Grandland,2020 ,Gasoline,104500,PLN,https://www.otomoto.pl/oferta/opel-grandland-x-opel-granland-x-elite-krajowy-pierwszy-wlasciciel-idealny-navi-led-ID6DV2R4.html#b6da004052
Renault,Clio,2005 ,Gasoline,1500,PLN,https://www.otomoto.pl/oferta/renault-clio-1-4-benzyna-klimatyzacja-uszkodzony-ID6DV2R2.html#b6da004052
Honda,CR-V,2014 ,Gasoline,68900,PLN,https://www.otomoto.pl/oferta/honda-cr-v-2-0-benzyna-executive-navi-przeb-78-tys-kamera-jak-nowa-ID6DV2R1.html#b6da004052
Volkswagen,Polo,2003 ,Gasoline,4900,PLN,https://www.otomoto.pl/oferta/volkswagen-polo-vw-polo-ID6DV2QZ.html#b6da004052
Citroen,C5,2010 ,Gasoline,26900,PLN,https://www.otomoto.pl/oferta/citroen-c5-2-0-16v-klimatronic-alu-serwis-ID6DV2QY.html#b6da004052
Dodge,Challenger,2016 ,Gasoline,46900,PLN,https://www.otomoto.pl/oferta/dodge-challenger-3-6-v6-sxt-ID6DV2QV.html#b6da004052
Audi,A5,2017 ,Gasoline,73400,PLN,https://www.otomoto.pl/oferta/audi-a5-audi-a5-2-0-tfsi-mr16-b9-ID6DV2QW.html#b6da004052
Kia,Carens,2014 ,Diesel,33333,PLN,https://www.otomoto.pl/oferta/kia-carens-kia-carens-iv-1-7-crdi-ID6DV2QJ.html#b6da004052
Mercedes-Benz,Klasa,2001 ,Gasoline,5900,PLN,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-mercedes-w203-coupe-2-0-129-km-ID6DV2QE.html#b6da004052
Toyota,Corolla,2006 ,Gasoline,12500,PLN,https://www.otomoto.pl/oferta/toyota-corolla-toyota-corolla-e12t-rocznik-2006-sedan-kolor-srebrny-metalic-ID6DV2QD.html#b6da004052
Ford,Fiesta,2005 ,Gasoline,7400,PLN,https://www.otomoto.pl/oferta/ford-fiesta-1-4b-klima-bezwypadkowa-sliczna-orginal-aut-przebieg-ID6DV2QA.html#b6da004052
Opel,Astra,2002 ,Gasoline,4399,PLN,https://www.otomoto.pl/oferta/opel-astra-opel-astra-g-bogate-wyposazenie-climatronik-el-szyby-i-wiele-wiecej-ID6DV2Qz.html#b6da004052
Renault,Megane,2010 ,Gasoline,20600,PLN,https://www.otomoto.pl/oferta/renault-megane-1-6-16v-klimatronik-kola-zima-lato-serwis-bezwypadkowy-oplacony-ID6DV2Qy.html#b6da004052
Opel,Astra,2002 ,Gasoline,13500,PLN,https://www.otomoto.pl/oferta/opel-astra-opel-astra-cabriolett-bertone-gwarancja-ID6DV2Qv.html#b6da004052
Opel,Combo,2012 ,Diesel,25900,PLN,https://www.otomoto.pl/oferta/opel-combo-1-6-cdti-105km-piekny-klima-parktronik-relingi-serwis-oplacony-ID6DV2Qw.html#b6da004052
Dodge,Charger,2013 ,Gasoline,33900,PLN,https://www.otomoto.pl/oferta/dodge-charger-3-6-v6-ID6DV2Qu.html#b6da004052
Mercedes-Benz,Sprinter,2003 ,Diesel,12054,PLN,https://www.otomoto.pl/oferta/mercedes-benz-sprinter-mercedes-sprinter-313-cdi-izoterma-agregat-chlodniczy-niesprawny-ID6DV2Qr.html#b6da004052
Volvo,XC,2007 ,Diesel,25900,PLN,https://www.otomoto.pl/oferta/volvo-xc-70-2-4-d5-185km-4x4-nawi-dvd-ksenon-skory-pdc-stan-bdb-ID6DV2Qq.html#b6da004052
Kia,Picanto,2017 ,Gasoline,34900,PLN,https://www.otomoto.pl/oferta/kia-picanto-najlepszy-silnik-1-2-4-cylindry-bogata-wersja-mozliwa-zamiana-ID6DV2Qp.html#b6da004052
Nissan,Almera,2005 ,Gasoline,2400,PLN,https://www.otomoto.pl/oferta/nissan-almera-nissan-almera-ii-ID6DV2Qo.html#b6da004052
Volkswagen,Arteon,2017 ,Gasoline,95000,PLN,https://www.otomoto.pl/oferta/volkswagen-arteon-ID6DV2Qm.html#b6da004052
Skoda,Fabia,2018 ,Gasoline,29700,PLN,https://www.otomoto.pl/oferta/skoda-fabia-skoda-fabia-iii-1-0-tsi-mr19-ID6DV2Qh.html#aa09966527
Chevrolet,Camaro,2012 ,Gasoline,33800,PLN,https://www.otomoto.pl/oferta/chevrolet-camaro-3-6-v6-ID6DV2Qg.html#aa09966527
Volkswagen,Polo,2015 ,Gasoline,19900,PLN,https://www.otomoto.pl/oferta/volkswagen-polo-ID6DV2Qf.html#aa09966527
Honda,Civic,1998 ,Gasoline,3600,PLN,https://www.otomoto.pl/oferta/honda-civic-1-6-benzyna-klimatyzacja-coupe-ID6DV2Qc.html#aa09966527
Ford,C-MAX,2011 ,Diesel,27000,PLN,https://www.otomoto.pl/oferta/ford-c-max-automat-dobrze-wyposazony-ID6DV2Qb.html#aa09966527
Opel,Zafira,2006 ,Gasoline,18800,PLN,https://www.otomoto.pl/oferta/opel-zafira-opel-zafira-b-1-8-140-km-lpg-cosmo-model-2007-ID6DV2Qa.html#aa09966527
Ford,Focus,2017 ,Gasoline,24990,PLN,https://www.otomoto.pl/oferta/ford-focus-ford-focus-st-2-0-250ps-recaro-kamera-18-cali-navi-2017-usa-ID6DV2Q4.html#aa09966527
Skoda,120,1989 ,Gasoline,4600,PLN,https://www.otomoto.pl/oferta/skoda-120-stan-bdb-ID6DV2Q3.html#aa09966527
Honda,Accord,2003 ,Gasoline,22900,PLN,https://www.otomoto.pl/oferta/honda-accord-executive-2-4ivtec-190km-automat-skora-xenon-tylko120tyskm-serwis-navi-ID6DV2PZ.html#aa09966527
Peugeot,3008,2016 ,Diesel,42900,PLN,https://www.otomoto.pl/oferta/peugeot-3008-lift-navi-ID6DV2PU.html#aa09966527
Audi,A6,2002 ,Gasoline,13000,PLN,https://www.otomoto.pl/oferta/audi-a6-sprzedam-audi-a6-c5-2-4-benzyna-ID6DV2PR.html#aa09966527
Ford,Fiesta,2010 ,Diesel,13999,PLN,https://www.otomoto.pl/oferta/ford-fiesta-super-promocja-gwarancja-12-miesiecy-w-cenie-auta-i-kredyt-bez-wplaty-ID6DV2PP.html#aa09966527
Opel,Astra,2015 ,Diesel,24900,PLN,https://www.otomoto.pl/oferta/opel-astra-opel-astra-1-2-diesel-95km-2015r-bardzo-oszczedny-ID6DV2PO.html#aa09966527
Citroen,C4,2005 ,Gasoline,8900,PLN,https://www.otomoto.pl/oferta/citroen-c4-citroen-c4-2-0-16v-140-km-lpg-exclusive-ID6DV2PM.html#aa09966527
Renault,Scenic,2002 ,Gasoline,5900,PLN,https://www.otomoto.pl/oferta/renault-scenic-lifting-sliczny-1-6-16v-benzyna-bogata-wersja-oryginal-serwis-2003r-ID6DV2PL.html#aa09966527
Renault,Clio,2008 ,Gasoline,12800,PLN,https://www.otomoto.pl/oferta/renault-clio-renault-clio-grandtour-1-2-tce-edition-dynamique-2008r-133-tys-km-ID6DV2PK.html#aa09966527
Seat,Altea,2005 ,Diesel,13800,PLN,https://www.otomoto.pl/oferta/seat-altea-2-0-tdi-140-km-klima-elektryka-air-bag-nowe-opony-zadbana-ID6DV2PJ.html#aa09966527
Citroen,Berlingo,2009 ,Gasoline,13900,PLN,https://www.otomoto.pl/oferta/citroen-berlingo-serwisowany-z-niemiec-multispace-super-stan-ID6DV2PG.html#aa09966527
Mazda,6,2017 ,Gasoline,91900,PLN,https://www.otomoto.pl/oferta/mazda-6-mazda-6-2-0-kombi-skyactiv-hak-ID6DV2PF.html#aa09966527
Audi,A4,1998 ,Gasoline,5200,PLN,https://www.otomoto.pl/oferta/audi-a4-1-8-b-stan-super-przyg-do-rej-opl-koszt-245zl-ID6DV2PE.html#aa09966527
Fiat,Punto,2014 ,Gasoline,19300,PLN,https://www.otomoto.pl/oferta/fiat-punto-fiat-punto-ID6DV2PD.html#aa09966527
Hyundai,ix35,2011 ,Diesel,39999,PLN,https://www.otomoto.pl/oferta/hyundai-ix35-super-stan-100-bezwypadkowy-4x4-gwarancja-rata-od-207-zl-ID6DV2PC.html#aa09966527
Chevrolet,Camaro,2015 ,Gasoline,48800,PLN,https://www.otomoto.pl/oferta/chevrolet-camaro-3-6-v6-ID6DV2PB.html#aa09966527
Hyundai,Tucson,2017 ,Gasoline,75800,PLN,https://www.otomoto.pl/oferta/hyundai-tucson-1-6-benzyna-navi-kamera-premium-plus-przeb-41-tys-niemcy-ID6DV2Pz.html#aa09966527
Skoda,Fabia,2005 ,Gasoline,6900,PLN,https://www.otomoto.pl/oferta/skoda-fabia-fabia-i-lift-salon-polska-doinwestowana-ID6DV2Py.html#aa09966527
Toyota,Corolla,2007 ,Gasoline,18999,PLN,https://www.otomoto.pl/oferta/toyota-corolla-verso-piekna-verso-1-6b-navi-klimatronik-tempomat-super-stan-oplacony-ID6DV2Px.html#aa09966527
Subaru,XV,2012 ,Diesel,33000,PLN,https://www.otomoto.pl/oferta/subaru-xv-subaru-xv-2-0-d-ID6DV2Pw.html#aa09966527
Renault,Megane,2010 ,Diesel,14800,PLN,https://www.otomoto.pl/oferta/renault-megane-1-5dci-110km-2010rok-grandtour-energy-start-stop-ID6DV2Pu.html#aa09966527
Skoda,105,1983 ,Gasoline,10999,PLN,https://www.otomoto.pl/oferta/skoda-105-skoda-105-juz-zabytek-super-stan-1983r-ID6DV2Pt.html#aa09966527
Renault,Megane,2001 ,Gasoline,4350,PLN,https://www.otomoto.pl/oferta/renault-megane-lift-zadbana-1-6-16v-benzyna-bogata-wersja-serwis-2002-oryginal-serwis-ID6DV2Ps.html#aa09966527
Chevrolet,Camaro,2014 ,Gasoline,60800,PLN,https://www.otomoto.pl/oferta/chevrolet-camaro-v8-6-2-ID6DV2Pq.html#aa09966527
Opel,Vectra,2003 ,Gasoline,9999,PLN,https://www.otomoto.pl/oferta/opel-vectra-swieza-z-niemiec-1-8-elegance-climatronic-serwis-zarejestrowana-ID6DV2Pp.html#aa09966527
BMW,Seria,2008 ,Diesel,23900,PLN,https://www.otomoto.pl/oferta/bmw-seria-5-235km-nawi-prof-bi-xsenon-jasny-srodek-szyber-ID6DV2Po.html#16ddcf84f0
Ford,Fiesta,2009 ,Diesel,7500,PLN,https://www.otomoto.pl/oferta/ford-fiesta-2009r-ID6DV2Ph.html#16ddcf84f0
Opel,Astra,2013 ,Gasoline,27950,PLN,https://www.otomoto.pl/oferta/opel-astra-serwis-aso-opel-oryginal-tylko-53-tys-km-rarytas-mod-2014-rok-ID6DV2Pg.html#16ddcf84f0
Fiat,Punto,2001 ,Gasoline,3699,PLN,https://www.otomoto.pl/oferta/fiat-punto-ii-sporting-1-2-16v-152tys-km-atrakcyjny-alufelgi-wspomaganie-el-szyby-ID6DV2Pf.html#16ddcf84f0
BMW,Seria,2013 ,Diesel,69900,PLN,https://www.otomoto.pl/oferta/bmw-seria-3-bmw-f31-330xd-m-pakiet-kamery-360-head-up-bezwypadkowa-aso-org-lakier-ID6DV2Pd.html#16ddcf84f0
Ford,Kuga,2012 ,Diesel,37900,PLN,https://www.otomoto.pl/oferta/ford-kuga-ID6DV2Pb.html#16ddcf84f0
Fiat,Punto,2014 ,Gasoline,18900,PLN,https://www.otomoto.pl/oferta/fiat-punto-fiat-punto-1-4-mr12-ID6DV2P9.html#16ddcf84f0
Opel,Meriva,2005 ,Gasoline,6700,PLN,https://www.otomoto.pl/oferta/opel-meriva-sprzedam-opla-meriva-ID6DV2P8.html#16ddcf84f0
Audi,A3,2003 ,Gasoline,9950,PLN,https://www.otomoto.pl/oferta/audi-a3-lift-sliczna-1-6-benzyna-oryginal-bogata-wersja-wzorowa-2003r-serwis-ID6DV2P7.html#16ddcf84f0
Chevrolet,Camaro,2016 ,Gasoline,52200,PLN,https://www.otomoto.pl/oferta/chevrolet-camaro-275km-ID6DV2P6.html#16ddcf84f0
Mercedes-Benz,GLC,2017 ,Electric/Gasoline,129900,PLN,https://www.otomoto.pl/oferta/mercedes-benz-glc-plugin-ID6DV2OY.html#16ddcf84f0
Volvo,S70,1998 ,Gasoline,6900,PLN,https://www.otomoto.pl/oferta/volvo-s70-volvo-s70-2-5t-automat-bogate-wyposazenie-wiecej-w-opisieprzebieg-ID6DV2OZ.html#16ddcf84f0
Ford,S-Max,2011 ,Diesel,42899,PLN,https://www.otomoto.pl/oferta/ford-s-max-gwarancjatitaniumpanoramaledyxenonparktronicskory7-osobwebasto-ID6DV2OU.html#16ddcf84f0
Opel,Insignia,2014 ,Gasoline,47900,PLN,https://www.otomoto.pl/oferta/opel-insignia-1-6-turbo-lift-z-niemiec-110-ooo-przebiegu-oplacona-ID6DV2OW.html#16ddcf84f0
Volkswagen,Jetta,2007 ,Diesel,17900,PLN,https://www.otomoto.pl/oferta/volkswagen-jetta-comfortline-1-9-tdi-105ps-chrom-usb-welurowa-tapicerka-zadbana-ID6DV2OT.html#16ddcf84f0
Honda,Jazz,2004 ,Gasoline,9900,PLN,https://www.otomoto.pl/oferta/honda-jazz-ID6DV2OS.html#16ddcf84f0
Ford,Fiesta,2013 ,Diesel,20500,PLN,https://www.otomoto.pl/oferta/ford-fiesta-lift-ID6DV2OQ.html#16ddcf84f0
Toyota,Yaris,2009 ,Gasoline,11900,PLN,https://www.otomoto.pl/oferta/toyota-yaris-2009-rok-benzyna-klimatyzacja-polski-salon-ID6DV2OP.html#16ddcf84f0
Hyundai,ix20,2011 ,Gasoline,29800,PLN,https://www.otomoto.pl/oferta/hyundai-ix20-1-wlasciciel-przebieg-59tys-km-salon-polska-bardzo-ladny-stan-ID6DV2OO.html#16ddcf84f0
Toyota,Avensis,2005 ,Diesel,10400,PLN,https://www.otomoto.pl/oferta/toyota-avensis-prywatny-ID6DV2ON.html#16ddcf84f0
Volkswagen,Tiguan,2018 ,Diesel,105000,PLN,https://www.otomoto.pl/oferta/volkswagen-tiguan-vw-tiguan-2-0-150km-pierwszy-wlasciciel-salon-polska-przebieg-65-tys-ID6DV2OM.html#16ddcf84f0
Toyota,Land,1994 ,Diesel,52000,PLN,https://www.otomoto.pl/oferta/toyota-land-cruiser-hzj-73-ID6DV2OL.html#16ddcf84f0
Volvo,V40,2001 ,Diesel,2900,PLN,https://www.otomoto.pl/oferta/volvo-v40-1-9-diesel-klimatyzacja-lift-ID6DV2OK.html#16ddcf84f0
BMW,Seria,2007 ,Diesel,24900,PLN,https://www.otomoto.pl/oferta/bmw-seria-3-bmw-e91-touring-320d-163km-m47-ID6DV2OJ.html#16ddcf84f0
Volkswagen,Polo,2001 ,Gasoline,4500,PLN,https://www.otomoto.pl/oferta/volkswagen-polo-1-4-b-klima-stan-b-dobry-przyg-do-rej-oplacony-ID6DV2OI.html#16ddcf84f0
Volkswagen,Golf,2012 ,Diesel,26500,PLN,https://www.otomoto.pl/oferta/volkswagen-golf-plus-sprowadzony-oplacony-1-6-tdi-105-km-stan-bdb-ID6DV2OH.html#16ddcf84f0
Renault,Megane,2002 ,Gasoline,6750,PLN,https://www.otomoto.pl/oferta/renault-megane-sliczna-1-4-16v-benzyna-bogata-wersja-oryginal-2003r-serwis-zadbana-ID6DV2OG.html#16ddcf84f0
Opel,Antara,2007 ,Diesel,23400,PLN,https://www.otomoto.pl/oferta/opel-antara-oplacony-z-wloch-bogata-wersja-ladny-i-sprawny-ID6DV2OF.html#16ddcf84f0
Volkswagen,Bora,2000 ,Gasoline,8000,PLN,https://www.otomoto.pl/oferta/volkswagen-bora-sprzedam-vw-bora-ID6DV2OE.html#16ddcf84f0
Renault,Scenic,2004 ,Diesel,3600,PLN,https://www.otomoto.pl/oferta/renault-scenic-renault-scenic-ii-krakow-ID6DV2OA.html#16ddcf84f0
Mercedes-Benz,CLA,2014 ,Gasoline,81900,PLN,https://www.otomoto.pl/oferta/mercedes-benz-cla-mercedes-class-117-cla-200-ID6DV2Oz.html#16ddcf84f0
Ford,Ka+,2019 ,Gasoline,36800,PLN,https://www.otomoto.pl/oferta/ford-ka-ford-k-wersja-black-white-ID6DV2Oy.html#16ddcf84f0
Toyota,RAV4,2019 ,Electric/Gasoline,103700,PLN,https://www.otomoto.pl/oferta/toyota-rav4-toyota-rav4-ID6DV2Ov.html#8e84774f61
Seat,Ibiza,2012 ,Gasoline,16900,PLN,https://www.otomoto.pl/oferta/seat-ibiza-seat-ibiza-1-2-12v-57000-km-ID6DV2Ow.html#8e84774f61
Suzuki,Vitara,1993 ,Gasoline,11300,PLN,https://www.otomoto.pl/oferta/suzuki-vitara-zdrowa-z-niemiec-4x4-oryginal-ID6DV2Ou.html#8e84774f61
Volkswagen,Golf,2013 ,Gasoline,26900,PLN,https://www.otomoto.pl/oferta/volkswagen-golf-automat-krajowy-serwisowany-lekko-uszkodzony-okazja-polecam-ID6DV2Os.html#8e84774f61
Opel,Insignia,2010 ,Gasoline,26500,PLN,https://www.otomoto.pl/oferta/opel-insignia-opel-insignia-1-8-ID6DV2Or.html#8e84774f61
Fiat,Seicento,2000 ,Gasoline,1250,PLN,https://www.otomoto.pl/oferta/fiat-seicento-fiat-seicento-2000-ID6DV2Oq.html#8e84774f61
Opel,Corsa,2007 ,Gasoline,11200,PLN,https://www.otomoto.pl/oferta/opel-corsa-wersja-sport-individual-bardzo-ladna-z-niemiec-ID6DV2Op.html#8e84774f61
BMW,Seria,2015 ,Diesel,61900,PLN,https://www.otomoto.pl/oferta/bmw-seria-3-320d-sport-super-wyposazenie-ID6DV2Oo.html#8e84774f61
Ford,Focus,2017 ,Diesel,46900,PLN,https://www.otomoto.pl/oferta/ford-focus-180km-pierwszy-wlasciciel-super-stan-ledy-chromy-ID6DV2On.html#8e84774f61
Opel,Antara,2010 ,Diesel,31000,PLN,https://www.otomoto.pl/oferta/opel-antara-4x4-cosmo-bezwypadkowa-serwisowana-gwarancja-ID6DV2Ok.html#8e84774f61
Lada,Kalina,2009 ,Gasoline,4900,PLN,https://www.otomoto.pl/oferta/lada-kalina-wyjatkowa-1-4-90km-benzyna-bogata-oryginal-2010r-niski-przebieg-serwis-ID6DV2Oh.html#8e84774f61
Fiat,Doblo,2011 ,Diesel,7500,PLN,https://www.otomoto.pl/oferta/fiat-doblo-ciezarowy-vat-1-hak-maxi-ID6DV2Og.html#8e84774f61
Suzuki,Swift,2011 ,Gasoline,21500,PLN,https://www.otomoto.pl/oferta/suzuki-swift-polski-salon-klimatyzacja-niski-przebieg-ID6DV2Of.html#8e84774f61
Renault,Trafic,2008 ,Diesel,27000,PLN,https://www.otomoto.pl/oferta/renault-trafic-bus-renault-trafic-pierwszy-wlasciciel-ID6DV2Od.html#8e84774f61
Peugeot,307,2004 ,Gasoline,15900,PLN,https://www.otomoto.pl/oferta/peugeot-307-cc-peugeot-307cc-cabriolet-gwarancja-ID6DV2Ob.html#8e84774f61
Fiat,Punto,2005 ,Gasoline,7900,PLN,https://www.otomoto.pl/oferta/fiat-punto-1-2-benzyna-klimatyzacja-elektr-szyby-lusterka-wspomaganie-ID6DV2Oa.html#8e84774f61
BMW,Seria,1994 ,Gasoline,7990,PLN,https://www.otomoto.pl/oferta/bmw-seria-3-e36-320i-cabrio-2-0-150km-klima-skory-grzane-fotele-hardtop-niemcy-ID6DV2O8.html#8e84774f61
Ford,Mondeo,2008 ,Diesel,17900,PLN,https://www.otomoto.pl/oferta/ford-mondeo-2-0tdci-140km-titanium-klimatronik-converse-tempomat-rej-2009-ID6DV2O7.html#8e84774f61
Subaru,OUTBACK,2007 ,Gasoline,19999,PLN,https://www.otomoto.pl/oferta/subaru-outback-zero-korozji-2-5-gaz-automat-grzane-fotele-szyberdach-ID6DV2O5.html#8e84774f61
Renault,Megane,2010 ,Gasoline,22999,PLN,https://www.otomoto.pl/oferta/renault-megane-full-opcja-climatronic-alu-navi-pelny-serwis-lakier-oryginal-ID6DV2O4.html#8e84774f61
Citroen,Berlingo,2005 ,Gasoline,8900,PLN,https://www.otomoto.pl/oferta/citroen-berlingo-1-6i-klimatyzacja-elekryka-zadbany-ID6DV2O3.html#8e84774f61
Opel,Astra,2017 ,Diesel,32100,PLN,https://www.otomoto.pl/oferta/opel-astra-opel-astra-ID6DV2O2.html#8e84774f61
Peugeot,407,2006 ,Diesel,8500,PLN,https://www.otomoto.pl/oferta/peugeot-407-panorama-skory-automatyczna-mozliwa-zamiana-rej-zswprom-miejski-ID6DV2O0.html#8e84774f61
Fiat,Punto,2000 ,Diesel,1750,PLN,https://www.otomoto.pl/oferta/fiat-punto-1-9jtd-100km-klimatyzacja-wspomaganie-ID6DV2NZ.html#8e84774f61
Peugeot,207,2008 ,Gasoline,12899,PLN,https://www.otomoto.pl/oferta/peugeot-207-ladny-peugeot-207sw-2008-rok-benzyna-ID6DV2NY.html#8e84774f61
Skoda,Fabia,2015 ,Gasoline,27900,PLN,https://www.otomoto.pl/oferta/skoda-fabia-skoda-fabia-iii-salon-pl-ID6DV2NX.html#8e84774f61
Honda,Civic,2012 ,Gasoline,39200,PLN,https://www.otomoto.pl/oferta/honda-civic-honda-civic-1-8-2012r-142km-76500km-ID6DV2NV.html#8e84774f61
Cupra,Formentor,2021 ,Gasoline,155000,PLN,https://www.otomoto.pl/oferta/cupra-formentor-cupr-formentor-2-0-190km-4drive-ID6DV2NW.html#8e84774f61
Nissan,Micra,2012 ,Gasoline,14900,PLN,https://www.otomoto.pl/oferta/nissan-micra-1-2b-80km-klimatyzacja-elektryka-karoseria-100-serwis-z-niemiec-opl-ID6DV2NU.html#8e84774f61
Skoda,Roomster,2006 ,Diesel,9500,PLN,https://www.otomoto.pl/oferta/skoda-roomster-1-4-tdi-2006r-klimatronik-serwisowany-oplacony-z-niemiec-ID6DV2NR.html#8e84774f61
Seat,Toledo,2004 ,Gasoline,7500,PLN,https://www.otomoto.pl/oferta/seat-toledo-1-6-b-sr-klima-stan-b-dobry-przyg-do-rej-oplacony-ID6DV2NQ.html#8e84774f61
Kia,Venga,2011 ,Gasoline,23900,PLN,https://www.otomoto.pl/oferta/kia-venga-1-4-benzyna-90-km-oryginalny-przebieg-bezwypadkowy-oplacony-ID6DV2NP.html#8e84774f61
Alfa-Romeo,Romeo,2008 ,Diesel,16000,PLN,https://www.otomoto.pl/oferta/alfa-romeo-159-1-9-jtdm-16v-150-km-ubezpieczona-zarejestrowana-2-komplety-opon-ID6DV2NN.html#cde402e340
Nissan,Qashqai,2016 ,Diesel,59800,PLN,https://www.otomoto.pl/oferta/nissan-qashqai-ID6DV2NL.html#cde402e340
Audi,A4,2011 ,Diesel,38500,PLN,https://www.otomoto.pl/oferta/audi-a4-audi-a4-b8-2011-2-0tdi-143konie-ID6DV2NJ.html#cde402e340
Ford,Focus,2017 ,Gasoline,35100,PLN,https://www.otomoto.pl/oferta/ford-focus-ford-focus-ID6DV2NI.html#cde402e340
Skoda,Yeti,2014 ,Diesel,35900,PLN,https://www.otomoto.pl/oferta/skoda-yeti-lift-pelen-serwis-nawigacja-ID6DV2NH.html#cde402e340
Nissan,Note,2006 ,Gasoline,9800,PLN,https://www.otomoto.pl/oferta/nissan-note-podgrzewane-fotele-klimatyzacja-1-6-parktronic-ID6DV2NF.html#cde402e340
Volkswagen,Polo,2010 ,Diesel,21500,PLN,https://www.otomoto.pl/oferta/volkswagen-polo-volkswagen-polo-1-6-tdi-ID6DV2ND.html#cde402e340
Volkswagen,Polo,2009 ,Gasoline,22500,PLN,https://www.otomoto.pl/oferta/volkswagen-polo-1-4-benzyna-klima-mega-stan-oryginalny-lakier-serwisowana-w-aso-ID6DV2NC.html#cde402e340
Volkswagen,Touran,2011 ,Diesel,31900,PLN,https://www.otomoto.pl/oferta/volkswagen-touran-alcantara-fotele-1-6tdi-105ps-skrzynia-dsg-lopatki-zmiany-biegow-ID6DV2NA.html#cde402e340
Mitsubishi,ASX,2011 ,Diesel,27000,PLN,https://www.otomoto.pl/oferta/mitsubishi-asx-mitsubishi-asx-2011-1-8-did-ID6DV2Nz.html#cde402e340
Renault,Master,2015 ,Diesel,39900,PLN,https://www.otomoto.pl/oferta/renault-master-i-wlasciciel-od-nowosci-2-3-dci-125km-ID6DV2Ny.html#cde402e340
Suzuki,Swift,2010 ,Gasoline,21900,PLN,https://www.otomoto.pl/oferta/suzuki-swift-super-stanniski-przebieg100-oryginalbezwypadkowy-ID6DV2Nx.html#cde402e340
Skoda,Superb,2016 ,Diesel,67900,PLN,https://www.otomoto.pl/oferta/skoda-superb-2-0-tdi-150km-2016r-dsg-ID6DV2Nw.html#cde402e340
Ford,Focus,2008 ,Gasoline,13900,PLN,https://www.otomoto.pl/oferta/ford-focus-1-6-sprowadzony-lift-ID6DV2Nt.html#cde402e340
Volvo,C70,2002 ,Gasoline,11999,PLN,https://www.otomoto.pl/oferta/volvo-c70-2-4-benzyna-2002-rok-coupe-automat-skory-podgrz-fotele-alusy-ID6DV2Nr.html#cde402e340
Jeep,Grand,2017 ,Diesel,102700,PLN,https://www.otomoto.pl/oferta/jeep-grand-cherokee-jeep-grand-cherokee-ID6DV2Np.html#cde402e340
Subaru,Impreza,2001 ,Gasoline,11500,PLN,https://www.otomoto.pl/oferta/subaru-impreza-subaru-impreza-orginalny-niski-przebieg-ID6DV2Nm.html#cde402e340
