marka,model,year,fuel,price,currency,ad_link
Suzuki,Swift,2018 ,Gasoline,41900,PLN,https://www.otomoto.pl/oferta/suzuki-swift-piekny-czarny-svift-bogata-wersja-niski-przebieg-kamera-navi-alu-ID6DV31S.html#4e435f05af
Citroen,C-Elysée,2016 ,Gasoline,31000,PLN,https://www.otomoto.pl/oferta/citroen-c-elyse-1-6-16v-idealny-pod-lpg-tylko-101-tys-km-przeb-oplacony-z-niemiec-ID6DV31P.html#4e435f05af
BMW,Seria,2015 ,Diesel,67000,PLN,https://www.otomoto.pl/oferta/bmw-seria-5-190km-grzane-fotele-komforty-skora-virtual-cockpit-tempomat-navi-pdc-ID6DV31M.html#4e435f05af
Citroen,SpaceTourer,2016 ,Diesel,47500,PLN,https://www.otomoto.pl/oferta/citroen-spacetourer-proace-2-0-hdi-150km-33tys-km-8osob-nawi-elektryczne-drzwi-kamera-pdc-ID6DV31K.html#4e435f05af
Toyota,Yaris,2008 ,Diesel,9900,PLN,https://www.otomoto.pl/oferta/toyota-yaris-toyota-yaris-ii-1-4-d4d-90km-2008r-ID6DV31J.html#4e435f05af
Mercedes-Benz,W124,1990 ,Diesel,37900,PLN,https://www.otomoto.pl/oferta/mercedes-benz-w124-1984-1993-mercedes-benz-w124-300d-zabytek-ID6DV31C.html#4e435f05af
BMW,X5,2008 ,Diesel,44444,PLN,https://www.otomoto.pl/oferta/bmw-x5-polski-salon-zadbana-wersja-xdrive-35d-czarna-perla-ID6DV31B.html#4e435f05af
Volkswagen,Golf,2011 ,Gasoline,59500,PLN,https://www.otomoto.pl/oferta/volkswagen-golf-piekny-golf-r-ID6DV31A.html#4e435f05af
Peugeot,205,1994 ,Gasoline,2900,PLN,https://www.otomoto.pl/oferta/peugeot-205-ID6DV31y.html#4e435f05af
Dodge,Grand,2018 ,Gasoline,68800,PLN,https://www.otomoto.pl/oferta/dodge-grand-caravan-idealne-rodzinne-auto-ID6DV31v.html#684eff33c1
Seat,Leon,2006 ,Gasoline,19900,PLN,https://www.otomoto.pl/oferta/seat-leon-bezwypadkowy-pelen-serwis-seat-1-wlasciciel-od-nowosci-ID6DV31t.html#684eff33c1
Ford,Mondeo,2012 ,Diesel,27000,PLN,https://www.otomoto.pl/oferta/ford-mondeo-ford-mondeo-mk4-2-otdci-2012r-ID6DV31q.html#684eff33c1
Volkswagen,Beetle,2012 ,Gasoline,34900,PLN,https://www.otomoto.pl/oferta/volkswagen-beetle-100-oryginal-jak-nowy-ID6DV31o.html#684eff33c1
Toyota,Avensis,2017 ,Gasoline,62499,PLN,https://www.otomoto.pl/oferta/toyota-avensis-1-8cvt-kamera-czujniki-fakturavat-23-salonpolska-serwisowany-iwl-ID6DV31i.html#684eff33c1
Renault,Clio,2020 ,Gasoline,50000,PLN,https://www.otomoto.pl/oferta/renault-clio-0-9-tce-salon-polska-1-wlasciciel-vat-23-navi-klima-tempomat-ID6DV31g.html#684eff33c1
Ford,Fiesta,2017 ,Gasoline,35002,PLN,https://www.otomoto.pl/oferta/ford-fiesta-1-25-i-salon-polska-serwis-aso-vat-23-klima-ID6DV31e.html#684eff33c1
Kia,Rio,2015 ,Gasoline,29900,PLN,https://www.otomoto.pl/oferta/kia-rio-1-2-ID6DV31c.html#684eff33c1
Renault,Fluence,2012 ,Gasoline,27000,PLN,https://www.otomoto.pl/oferta/renault-fluence-1-6-16v-salon-polska-serwis-aso-przejechal-tylko-43107-km-skora-ID6DV31b.html#684eff33c1
Ford,Galaxy,2006 ,Diesel,15900,PLN,https://www.otomoto.pl/oferta/ford-galaxy-ghia-bogate-wyposazenie-iii-wlasciciel-doinwestowany-ID6DV31a.html#684eff33c1
Ford,Focus,2005 ,Gasoline,10999,PLN,https://www.otomoto.pl/oferta/ford-focus-c-max-2-0-16v-145km-z-niemiec-bogata-wersja-ID6DV319.html#684eff33c1
BMW,Seria,2015 ,Diesel,79900,PLN,https://www.otomoto.pl/oferta/bmw-seria-5-520d-xdrive-navi-idrive-kamera-led-alufelgi-start-stop-serwis-ID6DV317.html#684eff33c1
BMW,X3,2007 ,Diesel,24900,PLN,https://www.otomoto.pl/oferta/bmw-x3-2-0d-150km-rozrzad-z-przodu-lift-4x4-klimatronic-tempomat-piekne-ID6DV316.html#684eff33c1
Dacia,Dokker,2018 ,Gasoline,41900,PLN,https://www.otomoto.pl/oferta/dacia-dokker-dacia-dokker-2018r-1-6-benzyna-ID6DV315.html#684eff33c1
Chrysler,Town,2012 ,Gasoline,57000,PLN,https://www.otomoto.pl/oferta/chrysler-town-country-chrysler-town-country-3-6-limited-lpg-super-stan-ID6DV312.html#684eff33c1
Nissan,Qashqai,2008 ,Diesel,26900,PLN,https://www.otomoto.pl/oferta/nissan-qashqai-z-niemiec-oplacony-serwisowany-2-0-150-km-kamera-webasto-ID6DV311.html#684eff33c1
Skoda,Superb,2019 ,Diesel,49900,PLN,https://www.otomoto.pl/oferta/skoda-superb-salon-polska-dsg-190km-el-klapa-062019-ID6DV30Z.html#684eff33c1
Ford,KA,2003 ,Gasoline,1600,PLN,https://www.otomoto.pl/oferta/ford-ka-2003-klimatyzacja-skorzana-tapicerka-1-wlasciciel-w-polsce-ID6DV30V.html#684eff33c1
Mazda,5,2008 ,Gasoline,15900,PLN,https://www.otomoto.pl/oferta/mazda-5-1-8-16v-klima-serwis-7-osobowy-ID6DV30U.html#684eff33c1
BMW,X2,2018 ,Gasoline,106900,PLN,https://www.otomoto.pl/oferta/bmw-x2-bmw-x2-224-km-m-pakiet-gwarancja-ID6DV30N.html#684eff33c1
Audi,A4,2008 ,Gasoline,25900,PLN,https://www.otomoto.pl/oferta/audi-a4-b8-avant-1-8-tfsi-160km-ID6DV30B.html#684eff33c1
Skoda,Fabia,2012 ,Gasoline,16900,PLN,https://www.otomoto.pl/oferta/skoda-fabia-lalka-godna-uwagi-ID6DV30z.html#684eff33c1
Volkswagen,Sharan,2011 ,Diesel,46400,PLN,https://www.otomoto.pl/oferta/volkswagen-sharan-highline-7-osobowy-panorama-hak-2-0tdi-170km-19stki-ID6DV30v.html#684eff33c1
Kia,Rio,2017 ,Gasoline,37000,PLN,https://www.otomoto.pl/oferta/kia-rio-kia-rio-1-2-ID6DV30u.html#684eff33c1
Peugeot,208,2016 ,Diesel,26700,PLN,https://www.otomoto.pl/oferta/peugeot-208-blue-hdi-alufelgi-tablet-klimatyzacja-lift-gwarancja-ID6DV30s.html#684eff33c1
Mercedes-Benz,GLC,2017 ,Diesel,168000,PLN,https://www.otomoto.pl/oferta/mercedes-benz-glc-ID6DV30k.html#684eff33c1
Renault,Trafic,2016 ,Diesel,57900,PLN,https://www.otomoto.pl/oferta/renault-trafic-1-6-dci-transport-gratis-pelny-serwis-stan-jak-nowy-ID6DV30j.html#684eff33c1
BMW,i3,2019 ,Gasoline,77400,PLN,https://www.otomoto.pl/oferta/bmw-i3-ID6DV30i.html#684eff33c1
Subaru,Forester,2017 ,Diesel,29000,PLN,https://www.otomoto.pl/oferta/subaru-forester-12-2017-polski-salon-2-0-benzyna-automat-jezdzi-i-pali-konsola-ok-ID6DV30h.html#684eff33c1
BMW,Seria,2005 ,Diesel,15900,PLN,https://www.otomoto.pl/oferta/bmw-seria-5-2-5d-177km-serwisowany-ID6DV30f.html#684eff33c1
Audi,Q7,2015 ,Gasoline,154400,PLN,https://www.otomoto.pl/oferta/audi-q7-plsalonoryginal-lakiers-line7osob3-0-tdi-272-kmwlscfv23-ID6DV30e.html#684eff33c1
Opel,Astra,2002 ,Gasoline,1700,PLN,https://www.otomoto.pl/oferta/opel-astra-sprzedam-opela-astra-1-8-16-v-2002r-benzyna-gaz-125km-ID6DV30c.html#dd7806c495
Citroen,C3,2008 ,Gasoline,14900,PLN,https://www.otomoto.pl/oferta/citroen-c3-1-4-pinko-limited-edition-1-wlasciciel-unikat-ID6DV30b.html#dd7806c495
Chevrolet,Aveo,2009 ,Gasoline,10900,PLN,https://www.otomoto.pl/oferta/chevrolet-aveo-klima-szyberdach-alu-104-tys-ID6DV308.html#dd7806c495
MINI,ONE,2011 ,Gasoline,28500,PLN,https://www.otomoto.pl/oferta/mini-one-piekne-mini-peper-white-pelen-serwis-aso-ID6DV309.html#dd7806c495
Audi,A6,2004 ,Gasoline,21500,PLN,https://www.otomoto.pl/oferta/audi-a6-audi-a6-c6-3-2-fsi-lpg-automat-quattro-zamiana-ID6DV306.html#dd7806c495
Audi,A4,2009 ,Gasoline,28900,PLN,https://www.otomoto.pl/oferta/audi-a4-supera-2-0t-180km-alu-klimatronik-navi-serwis-gwarancja-raty-ID6DV305.html#dd7806c495
Peugeot,206,2001 ,Gasoline,3900,PLN,https://www.otomoto.pl/oferta/peugeot-206-1-1-benzyna-146-000-km-niemcy-ID6DV2ZZ.html#dd7806c495
Opel,Astra,2016 ,Diesel,38500,PLN,https://www.otomoto.pl/oferta/opel-astra-1-6-cdti-cosmo-navi-led-xenon-ID6DV2ZY.html#dd7806c495
Volkswagen,Golf,2007 ,Diesel,19000,PLN,https://www.otomoto.pl/oferta/volkswagen-golf-vw-golf-5-1-9-tdi-105km-tour-po-kapitalnym-remoncie-ID6DV2ZT.html#dd7806c495
Peugeot,iOn,2017 ,Diesel,33700,PLN,https://www.otomoto.pl/oferta/peugeot-ion-w-perfekcyjnym-stanie-na-lata-ID6DV2ZR.html#dd7806c495
Land-Rover,Rover,2011 ,Diesel,170000,PLN,https://www.otomoto.pl/oferta/land-rover-defender-land-rover-defender-zadbany-maly-przebieg-ID6DV2ZQ.html#dd7806c495
Mercedes-Benz,CLK,2006 ,Gasoline,19999,PLN,https://www.otomoto.pl/oferta/mercedes-benz-clk-ksenon-skory-temp-ID6DV2ZO.html#dd7806c495
MINI,ONE,2010 ,Gasoline,23500,PLN,https://www.otomoto.pl/oferta/mini-one-piekne-mini-szwajcaria-serwis-w-aso-ID6DV2ZN.html#dd7806c495
Skoda,Octavia,2017 ,Diesel,45900,PLN,https://www.otomoto.pl/oferta/skoda-octavia-salonpolska1-4tsiladna-ID6DV2ZL.html#dd7806c495
BMW,X3,2020 ,Gasoline,27000,PLN,https://www.otomoto.pl/oferta/bmw-x3-palone-w-srodku-ID6DV2ZK.html#dd7806c495
Toyota,C-HR,2016 ,Gasoline,73000,PLN,https://www.otomoto.pl/oferta/toyota-c-hr-c-hr-1-wlasciciel-salon-polska-ID6DV2ZI.html#dd7806c495
Opel,Astra,2006 ,Diesel,14900,PLN,https://www.otomoto.pl/oferta/opel-astra-1-8-140km-keyless-skora-toffi-grzane-fotele-kolorowa-nawi-ID6DV2ZG.html#dd7806c495
Seat,Exeo,2010 ,Diesel,23900,PLN,https://www.otomoto.pl/oferta/seat-exeo-2-0-tdi-nowe-opony-czujniki-parkowania-klimatronik-super-stan-ID6DV2ZF.html#dd7806c495
Mercedes-Benz,Klasa,2001 ,Gasoline,9000,PLN,https://www.otomoto.pl/oferta/mercedes-benz-klasa-c-sprzedam-mercedes-c220-w203-2001-manual-282000-tys-km-ID6DV2ZE.html#dd7806c495
Jaguar,XJ,1997 ,Diesel,23900,PLN,https://www.otomoto.pl/oferta/jaguar-xj-jaguara-xj-x300-4-0-r6-rocznik-1997-ID6DV2ZC.html#dd7806c495
Ford,Transit,2006 ,Gasoline,39000,PLN,https://www.otomoto.pl/oferta/ford-transit-sprzedam-ford-transit-przerobiony-na-kampera-ID6DV2Zy.html#dd7806c495
Volkswagen,Golf,2009 ,Gasoline,24900,PLN,https://www.otomoto.pl/oferta/volkswagen-golf-1-6-mpi-102km-od-1wlasciciela-bezwypadek-super-stan-zadbany-ID6DV2Zx.html#dd7806c495
Ford,KA,2010 ,Gasoline,12700,PLN,https://www.otomoto.pl/oferta/ford-ka-sliczny-1-2-benzynka-bogata-wersja-oryginal-wyjatkowy-2011r-serwis-ID6DV2Zw.html#dd7806c495
Opel,Astra,2009 ,Diesel,15500,PLN,https://www.otomoto.pl/oferta/opel-astra-sprzedam-ID6DV2Zt.html#dd7806c495
Ford,Mondeo,2012 ,Gasoline,29700,PLN,https://www.otomoto.pl/oferta/ford-mondeo-2-0-140km-uefa-champions-led-navi-parktroniki-grzane-fotele-z-niemiec-ID6DV2Zs.html#dd7806c495
Kia,Rio,2014 ,Gasoline,28800,PLN,https://www.otomoto.pl/oferta/kia-rio-1-2bez-85km-2014r-zobacz-warto-ID6DV2Zq.html#dd7806c495
Skoda,Octavia,2011 ,Diesel,26000,PLN,https://www.otomoto.pl/oferta/skoda-octavia-salon-pl-bezwypadkowe-climatronic-parktronic-tempomat-ID6DV2Zo.html#dd7806c495
Renault,Koleos,2009 ,Diesel,24900,PLN,https://www.otomoto.pl/oferta/renault-koleos-2-0-dci-150km-4x4-115tys-km-stan-idealny-ID6DV2Zp.html#dd7806c495
Citroen,C4,2011 ,Diesel,25000,PLN,https://www.otomoto.pl/oferta/citroen-c4-c-4-2-0-ehdi-150-ps-nawigacja-serwisowany-oplacony-z-niemiec-ID6DV2Zl.html#dd7806c495
Mercedes-Benz,Klasa,2003 ,Gasoline,4200,PLN,https://www.otomoto.pl/oferta/mercedes-benz-klasa-a-mercedes-a-clasa-1-7-automat-idealny-do-miasta-jak-i-w-trasy-ID6DV2Zk.html#dd7806c495
Peugeot,307,2004 ,Gasoline,10999,PLN,https://www.otomoto.pl/oferta/peugeot-307-cc-peugeot-307-cc-2-0-lpg-rok-2004-skorzana-tapicerka-ID6DV2Zj.html#dd7806c495
Mitsubishi,ASX,2011 ,Diesel,29900,PLN,https://www.otomoto.pl/oferta/mitsubishi-asx-niski-przebieg-serwisowany-do-konca-od-pierwszego-wlasciciela-ID6DV2Zf.html#f8556b6db3
Ford,Mondeo,2003 ,Diesel,2900,PLN,https://www.otomoto.pl/oferta/ford-mondeo-2-0tdci-130km-2003r-stan-techniczny-bdb-ID6DV2Ze.html#f8556b6db3
Volkswagen,New,1999 ,Diesel,6500,PLN,https://www.otomoto.pl/oferta/volkswagen-new-beetle-volkswagen-new-beetle-ID6DV2Zb.html#f8556b6db3
Fiat,Bravo,2008 ,Gasoline,16200,PLN,https://www.otomoto.pl/oferta/fiat-bravo-sprzedam-fiata-bravo-ii-1-4-t-jet-benzyna-gaz-automat-faktura-ID6DV2Za.html#f8556b6db3
BMW,Seria,2005 ,Diesel,14500,PLN,https://www.otomoto.pl/oferta/bmw-seria-3-ID6DV2Z7.html#f8556b6db3
Mercedes-Benz,Klasa,2019 ,Diesel,209900,PLN,https://www.otomoto.pl/oferta/mercedes-benz-klasa-e-e-220-4matic-allterrain-bezwypadkowy-na-gwarancji-ID6DV2Z4.html#f8556b6db3
Seat,Altea,2008 ,Diesel,16800,PLN,https://www.otomoto.pl/oferta/seat-altea-1-9tdi-w-perfekcyjnym-stanie-i-bardzo-niskim-kilometrazu-ID6DV2Z3.html#f8556b6db3
Skoda,Fabia,2006 ,Gasoline,7500,PLN,https://www.otomoto.pl/oferta/skoda-fabia-1-2-benzyna-2006r-ID6DV2Z0.html#f8556b6db3
Ford,Fiesta,2009 ,Gasoline,19500,PLN,https://www.otomoto.pl/oferta/ford-fiesta-fiesta-mk7-1-25-82km-titanium-climatronic-alu-elektryka-parktronic-ID6DV2YT.html#f8556b6db3
Peugeot,308,2020 ,Diesel,74900,PLN,https://www.otomoto.pl/oferta/peugeot-308-peugeot-308-1-5-ehdi-131-km-5-tys-km-krajowy-virtual-kokpit-10-2020-r-ID6DV2YS.html#f8556b6db3
BMW,Seria,2006 ,Gasoline,19900,PLN,https://www.otomoto.pl/oferta/bmw-seria-3-jak-nowa-orginalny-lakier-serwis-niski-przebieg-ID6DV2YQ.html#f8556b6db3
Volvo,XC,2012 ,Diesel,57900,PLN,https://www.otomoto.pl/oferta/volvo-xc-60-jak-nowe-full-2-0-d4-163km-klimatronik-alu-navi-raty-gwarancja-ID6DV2YN.html#f8556b6db3
Audi,Q5,2010 ,Diesel,56900,PLN,https://www.otomoto.pl/oferta/audi-q5-quatrro-2-0tdi-140ps-navi-skora-led-drl-relingi-dachowe-ID6DV2YM.html#f8556b6db3
Toyota,Yaris,2005 ,Gasoline,11300,PLN,https://www.otomoto.pl/oferta/toyota-yaris-sol-5d-facelift-klima-serwis-oryginal-lakier-super-stan-z-niemiec-ID6DV2YH.html#f8556b6db3
Mazda,6,2004 ,Gasoline,4600,PLN,https://www.otomoto.pl/oferta/mazda-6-mazda-6-1-8-kombi-benzyna-lpg-ID6DV2YG.html#f8556b6db3
Volkswagen,Golf,2016 ,Gasoline,46800,PLN,https://www.otomoto.pl/oferta/volkswagen-golf-sportsvan-benzynka-77tyskm-bogate-wyposazenie-ID6DV2YF.html#f8556b6db3
Citroen,Berlingo,2005 ,Diesel,2700,PLN,https://www.otomoto.pl/oferta/citroen-berlingo-ciroen-berlingo-jeden-wlasciciel-ID6DV2YE.html#f8556b6db3
Citroen,C4,2007 ,Gasoline,13700,PLN,https://www.otomoto.pl/oferta/citroen-c4-picasso-sliczny-1-8-benzyna-bogata-wersja-oryginal-7-osob-zadbany-2008r-serwis-ID6DV2YD.html#f8556b6db3
Fiat,Scudo,2011 ,Diesel,33000,PLN,https://www.otomoto.pl/oferta/fiat-scudo-panorama-salon-pl-1-wlasciciel-9osob-nawiewy-zadbany-serwisowany-ID6DV2YB.html#f8556b6db3
Audi,A4,2016 ,Diesel,63900,PLN,https://www.otomoto.pl/oferta/audi-a4-auto-z-niemiec-super-stan-automat-ID6DV2YA.html#f8556b6db3
Opel,Insignia,2013 ,Diesel,37900,PLN,https://www.otomoto.pl/oferta/opel-insignia-insignia-limousine-hb-2-0-cdti-eco-flex-cosmo-full-opcja-po-liftingu-ID6DV2Yv.html#f8556b6db3
Ford,Focus,2013 ,Diesel,26500,PLN,https://www.otomoto.pl/oferta/ford-focus-ford-fokus-1-6-d-115km-prywatnie-salon-polska-ID6DV2Yw.html#f8556b6db3
Mitsubishi,Lancer,2009 ,Gasoline,16900,PLN,https://www.otomoto.pl/oferta/mitsubishi-lancer-1-8i-2009-r-polski-salon-serwis-2kpl-kol-do-poprawek-lakieru-i-blach-ID6DV2Ys.html#f8556b6db3
Skoda,Roomster,2008 ,Gasoline,14900,PLN,https://www.otomoto.pl/oferta/skoda-roomster-1-4-mpi-benzyna-klimatyzacja-2008r-zadbany-ID6DV2Yq.html#f8556b6db3
Ford,Kuga,2014 ,Diesel,56900,PLN,https://www.otomoto.pl/oferta/ford-kuga-auto-nowe-titaniumnaped-4x41000-oryginalny-lakierniski-przebieg-ID6DV2Yp.html#f8556b6db3
Renault,Koleos,2008 ,Diesel,24800,PLN,https://www.otomoto.pl/oferta/renault-koleos-2-0dci-4x4-navi-bose-panorama-ID6DV2Yo.html#f8556b6db3
Audi,A3,2005 ,Gasoline,18888,PLN,https://www.otomoto.pl/oferta/audi-a3-sportback-1-6-mpi-102-km-tylko-163-tys-km-2-kpl-kol-oplacony-ID6DV2Ym.html#f8556b6db3
Seat,Leon,2008 ,Diesel,19700,PLN,https://www.otomoto.pl/oferta/seat-leon-gwarancja-w-cenie-2-0-tdi-140km-wersja-sport-ID6DV2Yl.html#f8556b6db3
Chrysler,Pacifica,2017 ,Gasoline,109900,PLN,https://www.otomoto.pl/oferta/chrysler-pacifica-chrysler-pacyfica-l-touring-gwarancja-ID6DV2Yk.html#f8556b6db3
Mazda,6,2006 ,Gasoline,9330,PLN,https://www.otomoto.pl/oferta/mazda-6-sliczna-2006-lift-klima-elektryka-plock-ID6DV2Yj.html#f8556b6db3
Mercedes-Benz,Klasa,2018 ,Diesel,285000,PLN,https://www.otomoto.pl/oferta/mercedes-benz-klasa-s-piekny-zadbany-mercedes-salon-polska-pierwszy-wlasciciel-ID6DV2Yf.html#f8556b6db3
BMW,3GT,2013 ,Diesel,51900,PLN,https://www.otomoto.pl/oferta/bmw-3gt-duza-navi-plfelgi-18el-klapabi-xenon-skory-ID6DV2Yd.html#f8556b6db3
Honda,Civic,2014 ,Diesel,38400,PLN,https://www.otomoto.pl/oferta/honda-civic-1-6-i-dtec-sport-tourer-led-kamera-super-stan-zarejestrowna-ID6DV2Yb.html#f2e2499bed
Ford,Mondeo,2015 ,Diesel,44900,PLN,https://www.otomoto.pl/oferta/ford-mondeo-2-0-tdci-150km-powershift-salon-pl-i-wlasciciel-aso-oryginal-fv23-ID6DV2Y9.html#f2e2499bed
Saab,9-5,2011 ,Gasoline,28000,PLN,https://www.otomoto.pl/oferta/saab-9-5-saab-9-5-biopower-2-0-turbo-ID6DV2Ya.html#f2e2499bed
Nissan,Note,2011 ,Gasoline,25999,PLN,https://www.otomoto.pl/oferta/nissan-note-nissan-note-1-6-automat-ID6DV2Y8.html#f2e2499bed
Citroen,C4,2015 ,Diesel,38900,PLN,https://www.otomoto.pl/oferta/citroen-c4-picasso-citroen-c4-picasso-ii-ID6DV2Y7.html#f2e2499bed
Peugeot,1007,2007 ,Gasoline,10500,PLN,https://www.otomoto.pl/oferta/peugeot-1007-alufelgi-klimatyzacja-gwarancja-ID6DV2Y6.html#f2e2499bed
BMW,M2,2021 ,Gasoline,136800,PLN,https://www.otomoto.pl/oferta/bmw-m2-m2-competition-ID6DV2Y5.html#f2e2499bed
Toyota,Yaris,2009 ,Gasoline,15500,PLN,https://www.otomoto.pl/oferta/toyota-yaris-1-5i-lift-klima-alu-stan-bdb-oryg-km-ID6DV2Y4.html#f2e2499bed
Volvo,V40,2001 ,Gasoline,3950,PLN,https://www.otomoto.pl/oferta/volvo-v40-volvo-v40-1-8-122km-benzyna-zarejestrowany-w-polsce-ID6DV2Y3.html#f2e2499bed
MINI,Cooper,2017 ,Gasoline,24500,PLN,https://www.otomoto.pl/oferta/mini-cooper-john-cooper-works-ID6DV2XZ.html#f2e2499bed
Ford,Kuga,2010 ,Diesel,34700,PLN,https://www.otomoto.pl/oferta/ford-kuga-2-0tdci-w-oryginalnym-lakierze-gotowa-do-zimy-ID6DV2XY.html#f2e2499bed
Mercedes-Benz,Klasa,2007 ,Gasoline,99900,PLN,https://www.otomoto.pl/oferta/mercedes-benz-klasa-s-s63-amg-525km-long-bezwypadkowy-serwis-full-opcja-super-stan-ID6DV2XW.html#f2e2499bed
Opel,Agila,2006 ,Diesel,3900,PLN,https://www.otomoto.pl/oferta/opel-agila-1-3-diesel-jak-nowa-przebieg-145-tys-bezwypadkowy-ID6DV2XU.html#f2e2499bed
Skoda,Fabia,2011 ,Diesel,12900,PLN,https://www.otomoto.pl/oferta/skoda-fabia-ID6DV2XS.html#f2e2499bed
Audi,A5,2010 ,Gasoline,30000,PLN,https://www.otomoto.pl/oferta/audi-a5-sprzedam-zamienie-ID6DV2XR.html#f2e2499bed
Seat,Alhambra,2017 ,Diesel,69900,PLN,https://www.otomoto.pl/oferta/seat-alhambra-2-0-tdi-7-osobowy-dsg-bardzo-zadbany-ID6DV2XP.html#f2e2499bed
Volkswagen,Passat,2016 ,Diesel,58900,PLN,https://www.otomoto.pl/oferta/volkswagen-passat-sliczny-2-0tdi-alu-navi-klimatronik-pdc-raty-gwarancja-serwis-ID6DV2XO.html#f2e2499bed
Renault,Megane,2010 ,Diesel,11600,PLN,https://www.otomoto.pl/oferta/renault-megane-renault-megane-1-5dci-ID6DV2XN.html#f2e2499bed
Toyota,Yaris,2008 ,Gasoline,19900,PLN,https://www.otomoto.pl/oferta/toyota-yaris-1-3-benzyna-serwisowany-bezwypadkowy-lakier-fabryczny-z-de-ID6DV2XI.html#f2e2499bed
Audi,A3,2012 ,Diesel,28500,PLN,https://www.otomoto.pl/oferta/audi-a3-audi-a3-2012-polecam-ID6DV2Xv.html#f2e2499bed
Mazda,3,2013 ,Gasoline,40900,PLN,https://www.otomoto.pl/oferta/mazda-3-mazda-3-2013-rok-benzyna-1-5-przebieg-118-tys-km-ID6DV2Xs.html#f2e2499bed
Renault,Clio,2010 ,Diesel,13900,PLN,https://www.otomoto.pl/oferta/renault-clio-tempomat-1-5dci-90ps-super-stan-ID6DV2Xp.html#f2e2499bed
Volkswagen,Tiguan,2013 ,Diesel,49700,PLN,https://www.otomoto.pl/oferta/volkswagen-tiguan-lift-2-0tdi-cr-4motion-xenon-panorama-ID6DV2Xm.html#f2e2499bed
Toyota,Corolla,2016 ,Gasoline,50900,PLN,https://www.otomoto.pl/oferta/toyota-corolla-1-6-132km-salon-pl-serwisowana-bezwypadkowa-ID6DV2Xd.html#f2e2499bed
Skoda,Octavia,2011 ,Diesel,18800,PLN,https://www.otomoto.pl/oferta/skoda-octavia-skoda-octavia-salon-polska-bdb-stan-ID6DV2X8.html#f2e2499bed
Renault,Trafic,2008 ,Diesel,32900,PLN,https://www.otomoto.pl/oferta/renault-trafic-2008-wersja-passenger-zarejestrowanysprawna-klima9-cio-osobowy-ID6DV2X2.html#f2e2499bed
Audi,A3,2010 ,Gasoline,27950,PLN,https://www.otomoto.pl/oferta/audi-a3-xenon-led-parktronic-duza-navi-multifunkcja-sliczny-ID6DV2VW.html#f2e2499bed
Audi,A4,2002 ,Gasoline,15500,PLN,https://www.otomoto.pl/oferta/audi-a4-audi-a4b6-cabrio-2-4-v6-lpg-ID6DV2VS.html#f2e2499bed
Ford,C-MAX,2013 ,Gasoline,38500,PLN,https://www.otomoto.pl/oferta/ford-c-max-ford-c-max-mk2-2-0-benzyna-hybryda-hybrid-okazja-ID6DV2VR.html#f2e2499bed
Honda,Jazz,2015 ,Electric/Gasoline,19900,PLN,https://www.otomoto.pl/oferta/honda-jazz-hybryda-15r-panorama-klima-ID6DV2VH.html#f2e2499bed
Aixam,City,2000 ,Diesel,7400,PLN,https://www.otomoto.pl/oferta/aixam-city-ID6DV2VG.html#f2e2499bed
Audi,Q5,2010 ,Gasoline,49950,PLN,https://www.otomoto.pl/oferta/audi-q5-xenon-led-skora-alcantara-nawigacja-parktronic-full-serwis-ID6DV2VF.html#f2e2499bed
Peugeot,308,2008 ,Diesel,12200,PLN,https://www.otomoto.pl/oferta/peugeot-308-sprzedam-peugeot-308-hb-1-6-hdi-90-km-ID6DV2VE.html#e206119c7c
Mazda,2,2009 ,Gasoline,15900,PLN,https://www.otomoto.pl/oferta/mazda-2-sprowadzona-z-niemiec-1-5-benzyna-bardzo-ladna-ID6DV2VD.html#e206119c7c
Volkswagen,New,2008 ,Diesel,14750,PLN,https://www.otomoto.pl/oferta/volkswagen-new-beetle-united-klimatyzacja-parktronic-tempomat-komputer-zadbany-ID6DV2VB.html#e206119c7c
Citroen,C4,2011 ,Gasoline,25900,PLN,https://www.otomoto.pl/oferta/citroen-c4-picasso-1-6t-156km-klimatronic-tempomat-navi-parktronic-welur-serwis-oplacony-ID6DV2VA.html#e206119c7c
Lexus,IS,2008 ,Gasoline,33900,PLN,https://www.otomoto.pl/oferta/lexus-is-lexus-is250-rwd-2008-ID6DV2Vz.html#e206119c7c
Volkswagen,Golf,2006 ,Gasoline,16700,PLN,https://www.otomoto.pl/oferta/volkswagen-golf-sliczny-2-0-benzyna-automat-bogata-wersja-oryginal-serwis-2007-zadbany-ID6DV2Vx.html#e206119c7c
BMW,Seria,2005 ,Gasoline,21999,PLN,https://www.otomoto.pl/oferta/bmw-seria-3-2-5xi-218km-manual-x-drive-xenon-2xpdc-skora-8xairbag-aso-alu17-ID6DV2Vw.html#e206119c7c
Chevrolet,Cruze,2011 ,Gasoline,24700,PLN,https://www.otomoto.pl/oferta/chevrolet-cruze-1-8-benzyna-w-oryginalnym-kilometrazu-ID6DV2Vu.html#e206119c7c
Mazda,6,2008 ,Gasoline,21900,PLN,https://www.otomoto.pl/oferta/mazda-6-2-0-benzyna-6-biegowa-skrzynia-sprawdz-jaka-sztuka-ID6DV2Vt.html#e206119c7c
Toyota,RAV4,2004 ,Gasoline,25900,PLN,https://www.otomoto.pl/oferta/toyota-rav4-toyota-rav-4-2-0-benzyna-4x4-oryginal-ID6DV2Vq.html#e206119c7c
