marka,model,year,fuel,country,place,price,currency,photo_link,ad_link
Skoda,Superb,2018,Diesel,IT,00169 Roma - RM,21100,EUR,https://prod.pictures.autoscout24.net/listing-images/ca76a3b4-1b32-48c4-baa7-295e3ea3d2fa_8d89d0c8-48f7-43dd-959d-0c3e8aeb5dce.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-superb-combi-2-0-tdi-4x4-dsg-style-diesel-black-ca76a3b4-1b32-48c4-baa7-295e3ea3d2fa
Skoda,Kodiaq,2019,Diesel,AT,8261 Sinabelkirchen,33000,EUR,https://prod.pictures.autoscout24.net/listing-images/98fe8e18-377f-4f5a-99b9-d2cb26296fac_cdac4bf8-343f-4da9-8ee2-9342eed2ea37.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-kodiaq-2-0-bi-tdi-4x4-dsg-rs-diesel-grey-98fe8e18-377f-4f5a-99b9-d2cb26296fac
Citroen,C3,2017,Gasoline,IT,36016 Thiene - Vicenza - Vi,10900,EUR,https://prod.pictures.autoscout24.net/listing-images/218ba510-ec4c-4c6b-930c-95a59034703e_65d202e8-f4ec-49f4-b3f1-6bfdbdd16905.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c3-1-2-puretech-shine-82cv-gasoline-white-218ba510-ec4c-4c6b-930c-95a59034703e
Citroen,Berlingo,2009,Gasoline,NL,8325 PG VOLLENHOVE,2650,EUR,https://prod.pictures.autoscout24.net/listing-images/87ae9101-046e-42fa-91f1-9e51c08d5069_ce71d83e-30e4-4a39-bf89-b5130995d3a2.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-berlingo-1-4i-first-gasoline-white-87ae9101-046e-42fa-91f1-9e51c08d5069
Citroen,Grand,2019,Gasoline,FR,62114 Sains en Gohelle,20990,EUR,https://prod.pictures.autoscout24.net/listing-images/77fba9a7-f6dc-4f03-861d-d73f07c3b7a0_87544fbd-cf17-400d-8e7e-e1b14d8550a7.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-grand-c4-spacetourer-puretech-130ch-s-s-shine-e6-d-gasoline-77fba9a7-f6dc-4f03-861d-d73f07c3b7a0
Citroen,C1,2008,Gasoline,ES,28021 MADRID,1950,EUR,https://prod.pictures.autoscout24.net/listing-images/68615e31-a320-47e2-a2c9-d6398f54495d_37dfa779-46c7-4d2a-85ec-cb30497f0b0e.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c1-1-0-12v-seduction-gasoline-black-68615e31-a320-47e2-a2c9-d6398f54495d
Citroen,C3,2020,Gasoline,DE,13127 Berlin,11790,EUR,https://prod.pictures.autoscout24.net/listing-images/2f40913e-f9bb-4fb3-926c-8194c0cc4d7a_a82b0d07-2e8f-47e7-943e-9133a96fc4a7.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c3-aircross-puretech-81kw-110cv-s-s-feel-gasoline-grey-2f40913e-f9bb-4fb3-926c-8194c0cc4d7a
Citroen,C3,2010,Gasoline,DE,13127 Berlin,4900,EUR,https://prod.pictures.autoscout24.net/listing-images/3cedefec-ce18-489a-b1f0-f8af892d560f_9a71fd97-e065-446b-b926-bba04fcf6d7f.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c3-picasso-vti-95-tendance-klima-temp-sh-gepfl-gasoline-grey-3cedefec-ce18-489a-b1f0-f8af892d560f
Citroen,Grand,2008,Diesel,NL,1446 VR PURMEREND,4990,EUR,https://prod.pictures.autoscout24.net/listing-images/58084b1f-dccc-41e2-83d9-89af1ef06971_8e46d1f5-cb28-42e0-a836-771d37a54a15.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-grand-c4-picasso-2-0-7sit-aut-klimaaut-temp-diesel-red-58084b1f-dccc-41e2-83d9-89af1ef06971
Citroen,C1,2015,Gasoline,ES,08097 l hospitallet del llobregat,7390,EUR,https://prod.pictures.autoscout24.net/listing-images/39b6a7c4-a0be-a92b-e053-0100007f61f7_e8e80bfc-9ff9-482e-8e3a-181e6c737d7e.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c1-1-0-vti-live-gasoline-white-39b6a7c4-a0be-a92b-e053-0100007f61f7
Citroen,C1,2019,Gasoline,ES,28341 VALDEMORO,9890,EUR,https://prod.pictures.autoscout24.net/listing-images/2a379740-83bb-463a-97bd-d8661b03f5b1_bd9048ee-c666-4bd7-a12a-a9ba13873ecd.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c1-1-0-vti-feel-5-drs-camera-airco-1e-eigenaar-gasoline-blue-2a379740-83bb-463a-97bd-d8661b03f5b1
Citroen,C4,2017,Gasoline,FR,77144 MONTEVRAIN,9990,EUR,https://prod.pictures.autoscout24.net/listing-images/b142c55c-01e7-4dce-9b86-5e993bf09286_bc9cb642-b9fd-4285-8f64-ea2175dcbdcd.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c4-cactus-1-2-puretech-s-s-feel-110-gasoline-violet-b142c55c-01e7-4dce-9b86-5e993bf09286
Citroen,C4,2008,Diesel,FR,88000 EPINAL,4000,EUR,https://prod.pictures.autoscout24.net/listing-images/6736a7c4-c207-5c78-e053-0100007f9f2c_ef7208bb-6f29-4716-82f7-e7406337861a.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c4-citroen-c4-led1-6-bluehdi-88kw-diesel-black-6736a7c4-c207-5c78-e053-0100007f9f2c
Citroen,Jumper,2015,Diesel,FR,35500 Vitré,12800,EUR,https://prod.pictures.autoscout24.net/listing-images/bc15a49f-5859-4c23-bbf5-77df873c6d78_9188a16c-ceea-4f66-b81e-6fc6d1c42ede.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-jumper-fg-2-2hdi-35-l4h3-heavy-150-diesel-white-bc15a49f-5859-4c23-bbf5-77df873c6d78
Citroen,DS5,2013,Diesel,BE,1420 Braine-l'Alleud,9800,EUR,https://prod.pictures.autoscout24.net/listing-images/d10c81be-3c0f-413f-8f31-de8497e58b2b_43a64df8-0985-4503-83a2-7f63ee252360.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-ds5-hdi-165-aut-sochic-diesel-grey-d10c81be-3c0f-413f-8f31-de8497e58b2b
Citroen,C5,2009,Diesel,IT,47043 Gatteo - Fc,6990,EUR,https://prod.pictures.autoscout24.net/listing-images/e138f2af-9e6e-4ea2-96ad-fbe1e66e1f7a_93cd48a1-3540-4137-80d3-149155c24488.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c5-2-0-hdi140-fap-exclusive-diesel-grey-35fa1261-bab0-4e6f-9975-3bfe35e017ac
Citroen,C-Crosser,2010,Diesel,BE,1420 Braine-l'Alleud,9980,EUR,https://prod.pictures.autoscout24.net/listing-images/7511d02f-57b3-430d-86d1-fc02784d4752_f2513c6b-a284-411d-bcbc-fde126e22e3c.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c-crosser-2-2-hdi160-16v-fap-airplay-diesel-grey-e138f2af-9e6e-4ea2-96ad-fbe1e66e1f7a
Citroen,C4,2012,Diesel,FR,64230 Lescar,7550,EUR,https://prod.pictures.autoscout24.net/listing-images/c2e8d1dd-f739-4e98-8df6-a7491b844bff_482f890b-30fb-469b-a2d0-70199d405783.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c4-aircross-hdi-115-stop-start-4wd-exclusive-diesel-silver-7511d02f-57b3-430d-86d1-fc02784d4752
Citroen,DS5,2013,Diesel,FR,64230 Lescar,9800,EUR,https://prod.pictures.autoscout24.net/listing-images/a58d7916-7bff-4cad-8c69-dfeef84da7bd_c825b8f5-f9e7-4c10-bcc2-65e5431e19e1.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-ds5-hdi-165-aut-sochic-diesel-grey-c2e8d1dd-f739-4e98-8df6-a7491b844bff
Citroen,C3,2017,Gasoline,FR,64230 Lescar,10990,EUR,https://prod.pictures.autoscout24.net/listing-images/5564e28c-8fe0-472c-adea-050055bd0805_a6c1fff8-4caa-4d24-85b6-108cefd8e27b.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c3-puretech-68ch-feel-business-gasoline-white-5564e28c-8fe0-472c-adea-050055bd0805
Citroen,C3,2017,Diesel,FR,64230 Lescar,12190,EUR,https://prod.pictures.autoscout24.net/listing-images/4168c379-f521-4275-8071-2ef83e747fc7_04e2fcbe-742d-48db-8e33-ef2fef83408e.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c3-bluehdi-100ch-feel-business-s-s-diesel-white-4168c379-f521-4275-8071-2ef83e747fc7
Citroen,C3,2020,Gasoline,AT,1100 Wien,13990,EUR,https://prod.pictures.autoscout24.net/listing-images/243ea6c4-6bf1-ac1d-e053-0100007f279d_d1948143-f825-4b3e-8897-c83777b2e6cd.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c3-puretech-82-s-gasoline-black-243ea6c4-6bf1-ac1d-e053-0100007f279d
Citroen,C8,2012,Diesel,ES,17469 VILAMALLA,7445,EUR,https://prod.pictures.autoscout24.net/listing-images/df219afa-bc47-4b2e-bbdc-22b1926bae5d_8fbab98e-79d0-4032-a048-a4af58ff50f2.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c8-2-0-hdi-16v-exclusive-fap-aut-alcantara-navi-diesel-grey-df219afa-bc47-4b2e-bbdc-22b1926bae5d
Citroen,Jumper,2017,Diesel,AT,6840 Götzis,9900,EUR,https://prod.pictures.autoscout24.net/listing-images/30b1ab47-5205-4b47-8955-7594268a8fbb_43c5085b-a30d-486c-a485-f52495642ac7.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-jumper-fg-2-0bluehdi-30-l1h1-110-diesel-white-30b1ab47-5205-4b47-8955-7594268a8fbb
Citroen,C3,2005,Gasoline,FR,64300 ORTHEZ,1750,EUR,https://prod.pictures.autoscout24.net/listing-images/5c5b3b23-9321-4339-b171-33da4d30ebcf_1f4e4c5b-844f-42fa-b1db-fc539caf663d.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c3-1-2i-sx-gasoline-silver-5c5b3b23-9321-4339-b171-33da4d30ebcf
Citroen,C3,2011,Diesel,FR,64300 ORTHEZ,5700,EUR,https://prod.pictures.autoscout24.net/listing-images/a5ced055-a4b5-4af9-8603-d0ebd9ed99e9_e41bfee4-8676-44b2-89f9-dbfa46dca8c7.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c3-1-6-hdi-90-exclusive-diesel-white-a5ced055-a4b5-4af9-8603-d0ebd9ed99e9
Citroen,Jumper,2010,Diesel,DE,27404 Weertzen,2900,EUR,https://prod.pictures.autoscout24.net/listing-images/648b1773-f661-48b5-8221-256009284c11_4ecf0f17-881f-4c90-94fe-54a6b0541197.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-jumper-33-l1h1-3-3t-2-2-hdi-diesel-white-648b1773-f661-48b5-8221-256009284c11
Citroen,C1,2007,Gasoline,AT,1220 Wien,1300,EUR,https://prod.pictures.autoscout24.net/listing-images/b7a4e563-bb27-46c6-a465-94ea48742cdd_785cc636-249a-4bec-8722-b854db2f720e.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c1-1-0-advance-gasoline-red-b7a4e563-bb27-46c6-a465-94ea48742cdd
Citroen,DS3,2012,Gasoline,ES,28660 BOADILLA DEL MONTE,6500,EUR,https://prod.pictures.autoscout24.net/listing-images/e6040e86-dcf5-44dd-a778-b7070481fd66_6e1c3bc3-59f4-4919-b9c5-5ce42a3efe0d.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-ds3-vti-120-sochic-gasoline-brown-e6040e86-dcf5-44dd-a778-b7070481fd66
Citroen,C4,2016,Gasoline,ES,28660 BOADILLA DEL MONTE,10200,EUR,https://prod.pictures.autoscout24.net/listing-images/3cfc86af-dcb4-44f2-b88c-dbacdf832c16_e6d498a7-d9f8-4dd7-98d5-fa5676e41b3c.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c4-cactus-puretech-110-shine-s-s-gasoline-3cfc86af-dcb4-44f2-b88c-dbacdf832c16
Citroen,C3,2017,Diesel,ES,28660 BOADILLA DEL MONTE,9990,EUR,https://prod.pictures.autoscout24.net/listing-images/c908f224-f174-4707-9a10-43ab2040bc5c_b1acce0e-d23f-4563-aaf0-95bcb0ebedaf.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c3-bluehdi-75ch-feel-s-s-diesel-grey-c908f224-f174-4707-9a10-43ab2040bc5c
Citroen,Jumpy,2017,Diesel,ES,28660 BOADILLA DEL MONTE,10985,EUR,https://prod.pictures.autoscout24.net/listing-images/47e4d50d-f26f-4082-8cdb-8682b28dbb30_8e395139-46fb-40ca-816f-ebc4812c716f.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-jumpy-business-m-l2-kasten-2-schiebetueren-diesel-red-47e4d50d-f26f-4082-8cdb-8682b28dbb30
Citroen,2CV,1990,Gasoline,ES,28660 BOADILLA DEL MONTE,11000,EUR,https://prod.pictures.autoscout24.net/listing-images/d55fcc4e-4a92-4ae4-8957-809c1d783f97_905e36c5-c450-4b5e-9cf1-df24d46c7c61.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-2cv-2cv6-special-gasoline-white-d55fcc4e-4a92-4ae4-8957-809c1d783f97
Citroen,C4,2021,Diesel,ES,28660 BOADILLA DEL MONTE,22900,EUR,https://prod.pictures.autoscout24.net/listing-images/d9cf72cc-4cd0-4f60-b760-bcf825742c48_8879d156-9c92-49ca-8cb6-dc8724610a35.png/420x315.jpg,https://www.autoscout24.com/offers/citroen-c4-1-5-bluehdi-s-s-shine-eat8-130-diesel-red-d9cf72cc-4cd0-4f60-b760-bcf825742c48
Citroen,C3,2019,Diesel,ES,28660 BOADILLA DEL MONTE,17300,EUR,https://prod.pictures.autoscout24.net/listing-images/5be9c5e1-079d-47ce-b1a1-80c8949a7714_63a3bcba-1371-4e75-8f27-e54998a658c5.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c3-aircross-1-5-bluehdi-120-eat6-shine-gps-ll17-park-assit-key-diesel-black-c3252732-c73a-476d-bfab-26b9e6f347c1
Citroen,C3,2020,Diesel,FR,81100 Castres,21990,EUR,https://prod.pictures.autoscout24.net/listing-images/c6a8a4c4-7dd1-0108-e053-0100007fcd01_da3c7b6e-5a61-4fef-ba66-fd0fd89179c0.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c3-aircross-bluehdi-120ch-s-s-rip-curl-eat6-e6-d-diesel-c759fbe4-3834-4e2f-8584-ca328a8163e4
Citroen,C5,2011,Diesel,IT,00169 Roma - RM,4000,EUR,https://prod.pictures.autoscout24.net/listing-images/172be6f7-5482-424b-8ffc-1fb094a551ec_585328bd-7c5a-4a0b-beee-c8d75dadecf5.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c5-1-6-hdi-attraction-fap-diesel-grey-5be9c5e1-079d-47ce-b1a1-80c8949a7714
Citroen,DS3,2015,Diesel,IT,00169 Roma - RM,8000,EUR,https://prod.pictures.autoscout24.net/listing-images/865f4292-3e69-40de-b687-3c890f62f715_9e1209a3-9728-4be8-a302-fe34dee7d354.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-ds3-diesel-white-c6a8a4c4-7dd1-0108-e053-0100007fcd01
Citroen,Xsara,2004,Gasoline,IT,00169 Roma - RM,2399,EUR,https://prod.pictures.autoscout24.net/listing-images/3ef89a52-205e-472e-b3c7-81a982adca4c_5d0317da-0147-42b3-a90e-101f17eea347.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-xsara-1-6i-16v-cat-s-w-chrono-gasoline-grey-172be6f7-5482-424b-8ffc-1fb094a551ec
Citroen,C3,2007,Gasoline,IT,42012 Campagnola Emilia RE,2999,EUR,https://prod.pictures.autoscout24.net/listing-images/85b6cf80-855f-4065-ab5e-3a0238d4c131_4f95973b-474d-47c6-83ad-c5e12971bd13.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c3-1-1-elegance-gasoline-black-865f4292-3e69-40de-b687-3c890f62f715
Citroen,C4,2006,Gasoline,DE,45473 Mülheim an der Ruhr,2499,EUR,https://prod.pictures.autoscout24.net/listing-images/9c09e149-5fb0-45e9-a5b3-ec239b056a21_6a7f98fc-db69-43f5-9c5b-80a14f2abb27.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c4-1-4-seduction-gasoline-grey-3ef89a52-205e-472e-b3c7-81a982adca4c
Citroen,C8,2009,Gasoline,ES,48970 BASAURI,3399,EUR,https://prod.pictures.autoscout24.net/listing-images/0e23a4c4-60e6-7754-e053-0100007f2401_81ef5278-a226-47fb-a651-f09dad8e835d.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c8-2-0i-gasoline-silver-85b6cf80-855f-4065-ab5e-3a0238d4c131
Citroen,C3,2017,Gasoline,NL,2821 AL STOLWIJK,8700,EUR,https://prod.pictures.autoscout24.net/listing-images/8d11a4c4-c361-4e4e-e053-0100007faae9_c2e21b43-9bf9-4646-bb94-1e34b40b8857.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c3-pure-tech-82-feel-gasoline-grey-9c09e149-5fb0-45e9-a5b3-ec239b056a21
Lexus,UX,2019,Gasoline,FR,56000 VANNES,18900,EUR,https://prod.pictures.autoscout24.net/listing-images/f2653ba7-d134-4246-8874-ce34b967ba58_7917f14c-0e2a-4394-8ba7-3f1d1613aec8.jpg/420x315.jpg,https://www.autoscout24.com/offers/lexus-ux-200-launch-edition-gasoline-black-f2653ba7-d134-4246-8874-ce34b967ba58
Lexus,IS,2007,Gasoline,ES,15172 PERILLO-OLEIROS,7990,EUR,https://prod.pictures.autoscout24.net/listing-images/fe02d65c-3241-4798-a59c-5ad6e5fa69d0_68611e99-ceaa-4e7d-b892-a4e56fd47423.jpg/420x315.jpg,https://www.autoscout24.com/offers/lexus-is-250-aut-luxury-line-gasoline-green-fe02d65c-3241-4798-a59c-5ad6e5fa69d0
Lexus,RX,2011,Electric/Gasoline,FR,56100 LORIENT,16490,EUR,https://prod.pictures.autoscout24.net/listing-images/94a95663-84b0-4056-acc9-3163fdb3148e_abe36356-1f49-4909-b268-e04d8b283ab4.jpg/420x315.jpg,https://www.autoscout24.com/offers/lexus-rx-450h-4wd-pack-president-electric-gasoline-grey-94a95663-84b0-4056-acc9-3163fdb3148e
Lexus,IS,2018,Electric/Gasoline,BE,2110 Wijnegem,22800,EUR,https://prod.pictures.autoscout24.net/listing-images/fa241ecc-be03-445a-8018-78dbe8839995_23c0cdd5-1772-4726-ba90-564a6968081d.jpg/420x315.jpg,https://www.autoscout24.com/offers/lexus-is-300-300h-executive-line-electric-gasoline-black-fa241ecc-be03-445a-8018-78dbe8839995
Lexus,SC,2006,Gasoline,BE,2110 Wijnegem,23000,EUR,https://prod.pictures.autoscout24.net/listing-images/11cd1842-6a59-4e6f-8f3b-638829c49c80_686d4556-688a-486c-b139-715136059656.jpg/420x315.jpg,https://www.autoscout24.com/offers/lexus-sc-430-v8-32v-gasoline-black-11cd1842-6a59-4e6f-8f3b-638829c49c80
Lexus,LS,2013,Gasoline,BE,2110 Wijnegem,30000,EUR,https://prod.pictures.autoscout24.net/listing-images/19bda6c4-1caf-7f48-e053-0100007fc158_ed5537e5-eba0-4596-8856-5e34d043b7a8.jpg/420x315.jpg,https://www.autoscout24.com/offers/lexus-ls-460-dynamic-line-gasoline-grey-19bda6c4-1caf-7f48-e053-0100007fc158
Lexus,CT,2015,Electric/Gasoline,DE,16515 Oranienburg,16000,EUR,https://prod.pictures.autoscout24.net/listing-images/ba24bf43-bd2d-4d51-8281-9761e5eb4d13_a2e0380f-6236-43c0-98ef-cdfc20e63bb7.jpg/420x315.jpg,https://www.autoscout24.com/offers/lexus-ct-200h-executive-line-electric-gasoline-black-ba24bf43-bd2d-4d51-8281-9761e5eb4d13
Lexus,IS,2013,Electric/Gasoline,DE,45473 Mülheim an der Ruhr,17500,EUR,https://prod.pictures.autoscout24.net/listing-images/911920a3-2829-4cd7-8108-84a2c54eda64_69059023-db58-4543-b75c-210fd193c03b.jpg/420x315.jpg,https://www.autoscout24.com/offers/lexus-is-300-h-f-sport-electric-gasoline-black-911920a3-2829-4cd7-8108-84a2c54eda64
Lexus,NX,2019,Electric/Gasoline,BE,2110 Wijnegem,40900,EUR,https://prod.pictures.autoscout24.net/listing-images/cbbce18a-71ea-4a86-9b73-64dcd4d036f1_b9afb53f-515a-4d82-9830-8ac1b40b7460.jpg/420x315.jpg,https://www.autoscout24.com/offers/lexus-nx-300-h-4wd-f-sport-executive-electric-gasoline-white-c3b2b5a7-6c6d-46d7-8889-ad9d7c387281
Lexus,UX,2021,Electric/Gasoline,DE,52223 Stolberg,45450,EUR,https://prod.pictures.autoscout24.net/listing-images/513567a5-1f7d-4d87-bcdd-ada8162b496b_0c28c8fd-4287-4155-b541-981d8830abcc.png/420x315.jpg,https://www.autoscout24.com/offers/lexus-ux-250h-privilege-line-electric-gasoline-grey-cbbce18a-71ea-4a86-9b73-64dcd4d036f1
Lexus,UX,2021,Electric/Gasoline,DE,52223 Stolberg,36950,EUR,https://prod.pictures.autoscout24.net/listing-images/7b159da6-2633-45b6-805b-aa58971ea7f5_b95ae4ef-abc9-42fb-8c66-8af59bd7f558.png/420x315.jpg,https://www.autoscout24.com/offers/lexus-ux-250h-business-line-plus-electric-gasoline-black-513567a5-1f7d-4d87-bcdd-ada8162b496b
Lexus,IS,2016,Electric/Gasoline,DE,52223 Stolberg,11500,EUR,https://prod.pictures.autoscout24.net/listing-images/f9a54220-7375-49f2-8232-c5a49df13822_66f4d36a-e04c-44b5-986a-c29ffb5242a4.jpg/420x315.jpg,https://www.autoscout24.com/offers/lexus-is-300-h-business-pack-electric-gasoline-silver-f9a54220-7375-49f2-8232-c5a49df13822
Lexus,GS,2016,Electric/Gasoline,DE,52223 Stolberg,12500,EUR,https://prod.pictures.autoscout24.net/listing-images/400c0d76-7380-4745-9a19-1d73b83cda26_2f405859-cf15-47df-9711-39a49147b34e.jpg/420x315.jpg,https://www.autoscout24.com/offers/lexus-gs-300-h-executive-line-electric-gasoline-black-400c0d76-7380-4745-9a19-1d73b83cda26
Lexus,GS,2015,Electric/Gasoline,DE,52223 Stolberg,20500,EUR,https://prod.pictures.autoscout24.net/listing-images/40987d7c-a41f-4cda-9a1d-0dabb2d8b9f9_2d7d442b-e86f-4b75-a603-3454aac6241d.jpg/420x315.jpg,https://www.autoscout24.com/offers/lexus-gs-300-h-executive-line-electric-gasoline-black-40987d7c-a41f-4cda-9a1d-0dabb2d8b9f9
Lexus,CT,2015,Electric/Gasoline,DE,52223 Stolberg,10000,EUR,https://prod.pictures.autoscout24.net/listing-images/2d32be42-a6a6-43e0-8e9d-2cdff9537ad8_54613620-b88a-4738-95f5-b77aa3dc9680.jpg/420x315.jpg,https://www.autoscout24.com/offers/lexus-ct-200h-luxury-line-electric-gasoline-silver-2d32be42-a6a6-43e0-8e9d-2cdff9537ad8
Lexus,RX,2021,Electric/Gasoline,BE,2110 Wijnegem,65750,EUR,https://prod.pictures.autoscout24.net/listing-images/15bd4863-c16a-4ca4-9736-06303a751a7a_57833663-4449-4d03-a6d7-ca505cd2a5e6.jpg/420x315.jpg,https://www.autoscout24.com/offers/lexus-rx-450h-executive-line-electric-gasoline-blue-15bd4863-c16a-4ca4-9736-06303a751a7a
Lexus,CT,2020,Electric/Gasoline,ES,07009 PALMA DE MALLORCA,23500,EUR,https://prod.pictures.autoscout24.net/listing-images/5446b103-07a8-4c14-a6f2-b5ac7357c6b8_8529c539-0d3e-4d50-90b5-f1429b5a962d.jpg/420x315.jpg,https://www.autoscout24.com/offers/lexus-ct-200h-business-electric-gasoline-5446b103-07a8-4c14-a6f2-b5ac7357c6b8
Lexus,NX,2017,Electric/Gasoline,DE,70794 Filderstadt,24990,EUR,https://prod.pictures.autoscout24.net/listing-images/e90af09f-4b6d-45d9-a0ab-3fb4b11c5c3f_0aabdb82-a680-487a-b1a7-770244c775bc.jpg/420x315.jpg,https://www.autoscout24.com/offers/lexus-nx-300-h-executive-line-ahk-8-fach-electric-gasoline-silver-e90af09f-4b6d-45d9-a0ab-3fb4b11c5c3f
Lexus,IS,2016,Electric/Gasoline,DE,84478 Waldkraiburg,14300,EUR,https://prod.pictures.autoscout24.net/listing-images/992283bd-d366-4ba2-93dd-fe5647720ab1_7e904deb-ee25-4627-9770-9b7c3bdca3da.jpg/420x315.jpg,https://www.autoscout24.com/offers/lexus-is-300-300h-luxury-line-electric-gasoline-silver-992283bd-d366-4ba2-93dd-fe5647720ab1
Lexus,RX,2012,Electric/Gasoline,DE,52223 Stolberg,7500,EUR,https://prod.pictures.autoscout24.net/listing-images/bdd4ac75-b2b2-4a1c-bb9d-5a9166eb9f0f_fe0b95f1-bb2b-4bb1-8d4d-ed21f54d4204.jpg/420x315.jpg,https://www.autoscout24.com/offers/lexus-rx-450h-executive-line-electric-gasoline-black-bdd4ac75-b2b2-4a1c-bb9d-5a9166eb9f0f
Lexus,NX,2017,Electric/Gasoline,IT,24035 Curno - Bergamo - Bg,30900,EUR,https://prod.pictures.autoscout24.net/listing-images/71a65022-d995-44af-a1d1-b9cdc1e2c598_e400f3c9-46f2-4560-9642-c9eee84189db.jpg/420x315.jpg,https://www.autoscout24.com/offers/lexus-nx-300-hybrid-4wd-luxury-electric-gasoline-71a65022-d995-44af-a1d1-b9cdc1e2c598
Lexus,RX,2020,Electric/Gasoline,LU,8070 Bertrange,71700,EUR,https://prod.pictures.autoscout24.net/listing-images/bd87e1f5-252b-49c0-a8dc-d7e0b72e40b0_56b8b6b4-9927-4ffd-88d6-9c2f54d73844.jpg/420x315.jpg,https://www.autoscout24.com/offers/lexus-rx-450h-privilege-line-electric-gasoline-grey-bd87e1f5-252b-49c0-a8dc-d7e0b72e40b0
Volkswagen,T-Roc,2018,Gasoline,FR,51520 SAINT MARTIN SUR LE PRÉ,19458,EUR,https://prod.pictures.autoscout24.net/listing-images/d9b8c359-34bb-4cca-96f7-0e79708522a3_dab8431c-461c-43c3-837f-8aed54c6b5d6.jpg/420x315.jpg,https://www.autoscout24.com/offers/volkswagen-t-roc-1-0-tsi-115ch-lounge-gasoline-d9b8c359-34bb-4cca-96f7-0e79708522a3
Volkswagen,Crafter,2018,Diesel,FR,51520 SAINT MARTIN SUR LE PRÉ,26774,EUR,https://prod.pictures.autoscout24.net/listing-images/1d9f17e1-43a3-409a-9b6a-d99c625c74f2_4d7941de-31bd-40aa-9ba2-1c5e72da0bab.jpg/420x315.jpg,https://www.autoscout24.com/offers/volkswagen-crafter-30-l3h3-2-0-tdi-177ch-business-line-traction-bva8-diesel-white-1d9f17e1-43a3-409a-9b6a-d99c625c74f2
Volkswagen,Touareg,2014,Diesel,DE,25813 Husum,11750,EUR,https://prod.pictures.autoscout24.net/listing-images/f22c5913-f184-43f0-87f3-d7ea093de2dd_4ee4e4b9-352a-474b-a994-c4c9607367a0.jpg/420x315.jpg,https://www.autoscout24.com/offers/volkswagen-touareg-3-0-v6-tdi-blue-motion-dpf-automatik-exclusive-diesel-black-f22c5913-f184-43f0-87f3-d7ea093de2dd
Volkswagen,Tiguan,2012,Gasoline,DE,25813 Husum,7450,EUR,https://prod.pictures.autoscout24.net/listing-images/acaad2ee-8d03-4520-a498-9f853268dd98_03164f3f-d362-4a61-9289-76785bd0e2d9.jpg/420x315.jpg,https://www.autoscout24.com/offers/volkswagen-tiguan-1-4-tsi-bluemotion-technology-sport-gasoline-brown-acaad2ee-8d03-4520-a498-9f853268dd98
